Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
819200,0.190346,3.749551,0.229834,0.081812,5.78,2.23,4.80,166;
819200,0.277295,3.265230,0.292990,0.108625,5.09,2.14,6.96,104;
819200,0.188413,3.600316,0.233177,0.084073,5.59,2.11,134.55,5;
819200,0.272717,3.625657,0.288719,0.107411,5.39,2.56,6.37,124;
819200,0.187428,3.904652,0.244080,0.083735,5.95,2.37,4.88,170;
819200,0.188561,3.578551,0.226215,0.081659,5.48,2.19,4.50,170;
819200,0.189630,3.653867,0.226389,0.082989,5.82,2.01,4.70,166;
819200,0.272507,3.432167,0.291168,0.107826,5.35,2.19,7.16,105;
819200,0.277985,3.131760,0.295331,0.107970,5.05,1.92,4.29,162;
819200,0.271372,3.222585,0.286376,0.107119,5.10,2.02,4.33,164;
819200,0.189528,3.760086,0.224534,0.079972,5.88,2.16,4.67,172;
819200,0.275687,3.217738,0.285625,0.106534,5.16,1.96,4.33,164;
819200,0.277526,3.329711,0.289528,0.107681,5.36,1.99,5.89,124;
819200,0.189728,3.589716,0.229354,0.080708,5.64,2.05,4.50,171;
819200,0.189630,3.653867,0.226389,0.082989,5.82,2.01,4.70,166;
819200,0.189266,3.900144,0.297017,0.108502,6.02,2.31,6.47,128;
819200,0.190343,3.647526,0.228551,0.081686,5.64,2.18,4.69,166;
819200,0.189520,3.648677,0.235373,0.083949,5.79,2.02,4.60,169;
819200,0.273113,3.327513,0.288769,0.107921,5.27,2.07,4.43,165;
819200,0.271043,3.327923,0.290720,0.107960,5.32,2.04,6.71,109;
819200,0.188109,3.663607,0.226062,0.080038,5.78,2.05,4.70,166;
819200,0.274603,3.333141,0.288483,0.108047,5.25,2.11,4.29,171;
819200,0.188513,3.833966,0.228493,0.080652,5.84,2.34,4.70,173;
819200,0.188109,3.663607,0.226062,0.080038,5.78,2.05,4.70,166;
819200,0.191313,3.773885,0.231950,0.086965,5.80,2.25,6.57,122;
