Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
819200,0.184167,3.138444,0.222699,0.085551,7.77,2.83,6.15,172;
819200,0.273959,2.638085,0.293102,0.113419,6.67,2.67,3.88,240;
819200,0.189271,2.710886,0.224463,0.085661,6.62,2.47,3.68,246;
819200,0.194047,2.727598,0.229470,0.087593,6.58,2.56,3.88,235;
819200,0.194638,2.723343,0.228223,0.085339,6.61,2.45,3.68,246;
819200,0.276202,2.751012,0.300003,0.115315,6.98,2.73,5.72,169;
819200,0.275276,3.033721,0.296008,0.114591,7.55,2.98,4.29,245;
819200,0.192363,2.740712,0.228828,0.086797,6.71,2.45,3.88,235;
819200,0.199452,2.723038,0.228339,0.089615,6.56,2.57,3.68,248;
819200,0.196690,2.487071,0.230100,0.088186,6.12,2.23,3.52,237;
819200,0.197890,2.459510,0.237930,0.098070,6.08,2.26,5.07,164;
819200,0.198114,2.492559,0.231834,0.088936,6.04,2.41,3.47,243;
819200,0.199467,2.837439,0.231608,0.089107,6.75,2.63,4.91,191;
819200,0.277512,2.808429,0.297483,0.113845,6.90,2.66,5.17,184;
819200,0.276838,2.643220,0.297906,0.115505,7.91,3.31,7.51,149;
819200,0.192663,2.722523,0.228145,0.089301,6.55,2.40,3.58,250;
819200,0.193137,2.720045,0.227315,0.086805,6.70,2.42,3.78,241;
819200,0.280089,3.342149,0.295655,0.115048,8.16,3.31,69.21,16;
819200,0.187321,2.831022,0.230082,0.085532,8.90,3.63,6.54,191;
819200,0.272697,2.799577,0.303012,0.113760,7.02,2.83,4.09,240;
819200,0.277512,2.808429,0.297483,0.113845,6.90,2.66,5.17,184;
819200,0.275276,3.033721,0.296008,0.114591,7.55,2.98,4.29,245;
819200,0.192421,2.481195,0.230426,0.086143,6.20,2.21,5.32,158;
819200,0.193858,3.555107,0.229720,0.087022,8.14,3.41,4.50,256;
819200,0.193786,2.725295,0.225222,0.087385,6.70,2.40,3.68,247;
