verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
819200,401408,0.034254,0.001985,0.107454,407.481257,407.59,0.03,407.63,99;
819200,401408,0.034019,0.002007,0.107974,406.686072,406.80,0.02,406.84,99;
819200,401408,0.034090,0.002009,0.108985,405.294229,405.40,0.03,405.45,99;
819200,401408,0.034123,0.001997,0.106952,405.572267,405.67,0.03,405.72,99;
819200,401408,0.034226,0.002031,0.107341,406.616035,406.72,0.03,406.77,99;
819200,401408,0.034218,0.002036,0.107820,404.375292,404.49,0.02,404.53,99;
819200,401408,0.034084,0.002063,0.106364,406.677910,406.79,0.03,406.83,99;
819200,401408,0.033967,0.002056,0.107310,406.799304,406.92,0.02,406.95,99;
819200,401408,0.037620,0.002000,0.109720,404.436998,404.56,0.02,404.59,99;
819200,401408,0.033407,0.002027,0.111052,398.996091,399.09,0.05,399.26,99;
819200,401408,0.034205,0.002018,0.106515,406.641307,406.75,0.02,406.79,99;
819200,401408,0.034144,0.002070,0.109933,406.599918,406.72,0.02,406.75,99;
819200,401408,0.033595,0.002092,0.110927,399.140601,399.26,0.02,399.39,99;
819200,401408,0.034126,0.002010,0.108493,406.692671,406.81,0.02,406.84,99;
819200,401408,0.034041,0.001999,0.109605,404.343826,404.44,0.04,404.50,99;
819200,401408,0.034246,0.002121,0.110211,406.803411,406.78,0.17,406.97,99;
819200,401408,0.033470,0.002051,0.108154,399.457907,399.58,0.02,399.61,99;
819200,401408,0.034142,0.002048,0.106835,404.432277,404.54,0.03,404.58,99;
819200,401408,0.034140,0.002011,0.109868,406.204077,406.29,0.05,406.36,99;
819200,401408,0.034345,0.002030,0.107852,404.021768,404.12,0.04,404.17,99;
819200,401408,0.034363,0.001997,0.107173,405.394366,405.49,0.04,405.55,99;
819200,401408,0.034248,0.002013,0.108777,405.585584,405.69,0.03,405.74,99;
819200,401408,0.034125,0.002022,0.105861,404.743112,404.86,0.02,404.89,99;
819200,401408,0.034023,0.002014,0.106989,405.228228,405.35,0.02,405.38,99;
819200,401408,0.033997,0.002002,0.111005,404.287749,404.39,0.03,404.44,99;
