verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
100352,0.042160,0.000688,0.753058,0.027794,0.027979,0.82,0.04,0.88,97;
100352,0.041758,0.000736,0.753457,0.030791,0.030429,0.84,0.02,0.88,97;
100352,0.039716,0.000813,0.750471,0.031241,0.031995,0.81,0.05,0.89,97;
100352,0.040116,0.000878,0.758227,0.027846,0.027786,0.82,0.04,0.90,96;
100352,0.039303,0.000645,0.752321,0.027879,0.028175,0.81,0.04,0.88,97;
100352,0.042662,0.000660,0.751702,0.027833,0.028275,0.81,0.05,0.88,97;
100352,0.041600,0.000647,0.755821,0.027882,0.028360,0.82,0.04,0.86,99;
100352,0.040996,0.000728,0.753561,0.027859,0.029241,0.82,0.04,0.86,99;
100352,0.040018,0.000721,0.759151,0.029215,0.029301,0.82,0.04,0.90,96;
100352,0.046345,0.000775,0.756681,0.030951,0.030917,0.83,0.04,0.90,96;
100352,0.047473,0.000728,0.755516,0.028539,0.028850,0.81,0.06,0.89,97;
100352,0.039551,0.000701,0.753710,0.031128,0.032088,0.81,0.05,0.89,97;
100352,0.044487,0.000749,0.756085,0.027825,0.028271,0.82,0.04,0.89,97;
100352,0.038525,0.000753,0.757022,0.027757,0.028745,0.80,0.05,0.86,99;
100352,0.041690,0.000767,0.754315,0.031499,0.031861,0.82,0.04,0.89,97;
100352,0.042714,0.000630,0.753868,0.027849,0.028456,0.81,0.04,0.88,97;
100352,0.044971,0.000643,0.753758,0.027708,0.028011,0.81,0.05,0.88,97;
100352,0.040417,0.000746,0.755340,0.030533,0.030217,0.83,0.04,0.90,96;
100352,0.039420,0.000756,0.756545,0.032373,0.031581,0.83,0.04,0.89,97;
100352,0.042058,0.000700,0.759243,0.027803,0.028550,0.82,0.04,0.89,97;
100352,0.043779,0.000760,0.755947,0.031822,0.031314,0.82,0.04,0.90,97;
100352,0.039206,0.000796,0.749537,0.031205,0.031875,0.82,0.03,0.89,96;
100352,0.040084,0.000661,0.757708,0.027937,0.028442,0.82,0.04,0.88,97;
100352,0.040318,0.000681,0.754903,0.027920,0.028726,0.81,0.05,0.89,97;
100352,0.042157,0.000830,0.752316,0.031176,0.031645,0.83,0.03,0.89,96;
