verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
100352,0.041225,0.000647,1.326521,0.028327,0.029646,1.39,0.04,1.45,98;
100352,0.040128,0.000659,1.321252,0.029735,0.028631,1.38,0.04,1.45,98;
100352,0.039776,0.000682,1.323320,0.029473,0.029660,1.38,0.05,1.46,98;
100352,0.040853,0.000677,1.323059,0.030073,0.030214,1.38,0.05,1.45,98;
100352,0.041826,0.000733,1.320457,0.029965,0.030320,1.37,0.06,1.46,98;
100352,0.041209,0.000653,1.319724,0.029256,0.030137,1.38,0.04,1.45,98;
100352,0.045704,0.000689,1.319461,0.029290,0.030164,1.39,0.04,1.45,98;
100352,0.044382,0.000691,1.322242,0.029240,0.030350,1.39,0.04,1.45,98;
100352,0.041290,0.000675,1.323651,0.029855,0.030341,1.39,0.05,1.46,98;
100352,0.040799,0.000711,1.322184,0.031236,0.030144,1.39,0.04,1.45,98;
100352,0.040064,0.000667,1.320111,0.029822,0.031598,1.39,0.04,1.45,98;
100352,0.039674,0.000680,1.320873,0.029298,0.030020,1.39,0.04,1.45,98;
100352,0.040342,0.000685,1.320328,0.029404,0.030181,1.40,0.03,1.45,98;
100352,0.039991,0.000708,1.320515,0.029410,0.030892,1.38,0.04,1.45,98;
100352,0.041084,0.000693,1.320063,0.029919,0.031186,1.37,0.05,1.45,98;
100352,0.044886,0.000712,1.320796,0.029963,0.030357,1.38,0.05,1.46,98;
100352,0.043251,0.000664,1.321885,0.029926,0.029944,1.38,0.05,1.45,98;
100352,0.040375,0.000688,1.319772,0.029919,0.030706,1.40,0.03,1.45,98;
100352,0.039511,0.000679,1.319617,0.029526,0.028676,1.39,0.04,1.44,98;
100352,0.044953,0.000715,1.319081,0.030034,0.030314,1.39,0.04,1.46,98;
100352,0.044320,0.000681,1.318828,0.029290,0.028882,1.38,0.05,1.45,98;
100352,0.046023,0.000735,1.320661,0.030228,0.031575,1.38,0.05,1.46,98;
100352,0.040252,0.000699,1.321445,0.028371,0.029011,1.38,0.04,1.45,98;
100352,0.040211,0.000741,1.319173,0.030182,0.031170,1.39,0.03,1.45,98;
100352,0.040775,0.000682,1.319982,0.029896,0.030425,1.37,0.05,1.45,98;
100352,0.042838,0.000693,1.320470,0.029106,0.031317,1.38,0.05,1.45,98;
100352,0.042547,0.000703,1.319622,0.029478,0.029962,1.38,0.05,1.45,98;
100352,0.041402,0.000728,1.321011,0.029373,0.031027,1.38,0.04,1.46,98;
100352,0.039996,0.000631,1.322213,0.029616,0.030010,1.39,0.04,1.45,98;
100352,0.041428,0.000714,1.321220,0.029260,0.030507,1.39,0.04,1.45,98;
100352,0.040314,0.000644,1.322000,0.028475,0.028627,1.37,0.06,1.45,98;
100352,0.040140,0.000742,1.320728,0.029802,0.030613,1.39,0.04,1.45,98;
100352,0.040370,0.000668,1.320240,0.029859,0.030391,1.38,0.04,1.45,98;
100352,0.040534,0.000707,1.322112,0.029698,0.030745,1.37,0.06,1.45,98;
100352,0.040434,0.000732,1.319417,0.029638,0.030124,1.38,0.05,1.45,98;
100352,0.040291,0.000708,1.320768,0.029198,0.029432,1.39,0.03,1.45,98;
100352,0.041048,0.000723,1.321859,0.029955,0.030400,1.38,0.04,1.45,98;
100352,0.040981,0.000691,1.320914,0.029674,0.029667,1.38,0.05,1.45,98;
100352,0.041051,0.000677,1.319082,0.029726,0.029227,1.38,0.04,1.45,98;
100352,0.040374,0.000696,1.321444,0.030208,0.030806,1.38,0.05,1.46,98;
100352,0.045083,0.000696,1.317531,0.028347,0.028881,1.38,0.04,1.45,98;
100352,0.040119,0.000670,1.325336,0.028291,0.029169,1.39,0.04,1.45,98;
100352,0.045205,0.000845,1.320516,0.029809,0.031146,1.37,0.06,1.46,98;
100352,0.040643,0.000685,1.318399,0.029218,0.030586,1.38,0.04,1.45,98;
100352,0.045070,0.000693,1.317844,0.029879,0.030222,1.39,0.04,1.45,98;
100352,0.043592,0.000667,1.320012,0.030033,0.030260,1.38,0.04,1.45,98;
100352,0.039498,0.000758,1.315022,0.029045,0.030226,1.37,0.05,1.45,98;
100352,0.043780,0.000724,1.320948,0.029939,0.030942,1.39,0.03,1.45,98;
100352,0.040828,0.000675,1.318830,0.029165,0.030047,1.38,0.04,1.45,98;
100352,0.040561,0.000729,1.318590,0.030406,0.030440,1.38,0.04,1.45,98;
