vertices,init,destroy,tarjan,user,system,elapsed,pCPU
1000000,0.075130,0.000679,0.135190,0.17,0.03,0.21,99;
1000000,0.075096,0.000699,0.134498,0.18,0.02,0.21,100;
1000000,0.075036,0.000641,0.132141,0.16,0.04,0.21,99;
1000000,0.073877,0.000688,0.133243,0.17,0.03,0.21,99;
1000000,0.074616,0.000627,0.133121,0.17,0.03,0.21,100;
1000000,0.074613,0.000667,0.135549,0.18,0.02,0.21,99;
1000000,0.074673,0.000670,0.134909,0.17,0.04,0.21,100;
1000000,0.074026,0.000701,0.133454,0.17,0.03,0.21,99;
1000000,0.073985,0.000639,0.130233,0.17,0.03,0.20,99;
1000000,0.074536,0.000691,0.134165,0.19,0.01,0.21,100;
1000000,0.075408,0.000691,0.135254,0.16,0.05,0.21,100;
1000000,0.076635,0.000692,0.137567,0.16,0.04,0.21,99;
1000000,0.073346,0.000658,0.129402,0.18,0.02,0.20,100;
1000000,0.075477,0.000645,0.136644,0.17,0.03,0.21,99;
1000000,0.074485,0.000637,0.130809,0.17,0.03,0.20,99;
1000000,0.073884,0.000623,0.130735,0.16,0.04,0.20,99;
1000000,0.074472,0.000662,0.131916,0.16,0.04,0.20,99;
1000000,0.074291,0.000660,0.134212,0.17,0.03,0.21,99;
1000000,0.075974,0.000645,0.135016,0.17,0.03,0.21,99;
1000000,0.075132,0.000700,0.134912,0.18,0.03,0.21,99;
1000000,0.073458,0.000660,0.129269,0.14,0.05,0.20,100;
1000000,0.074494,0.000677,0.134221,0.18,0.02,0.21,99;
