Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
819200,0.191239,3.298350,0.229058,0.084503,5.08,2.03,7.57,94;
819200,0.189359,3.656609,0.231817,0.084826,5.69,2.15,4.60,170;
819200,0.190458,3.745314,0.226235,0.082047,5.73,2.28,4.80,166;
819200,0.274627,3.283113,0.292732,0.107330,5.15,2.10,4.29,168;
819200,0.274969,3.794589,0.298035,0.109237,6.12,2.18,8.00,103;
819200,0.190721,3.686088,0.227757,0.082242,5.64,2.25,4.68,168;
819200,0.278689,3.098680,0.287229,0.106544,5.01,1.88,4.09,168;
819200,0.188705,3.478709,0.223967,0.081234,5.50,1.96,4.29,173;
819200,0.272355,3.383816,0.287709,0.107435,5.52,1.94,4.29,173;
819200,0.274351,3.520502,0.294144,0.108353,5.58,2.15,6.23,124;
819200,0.188318,3.483145,0.224534,0.081624,5.46,2.01,4.51,165;
819200,0.190029,3.567638,0.227410,0.081982,5.73,1.92,4.49,170;
819200,0.279133,3.329709,0.284117,0.108907,5.22,2.13,4.29,171;
819200,0.190651,3.848699,0.225430,0.081178,5.92,2.28,4.70,174;
819200,0.276718,3.699140,0.301920,0.107521,5.91,2.18,6.95,116;
819200,0.190230,3.644170,0.229332,0.081971,5.83,1.98,4.70,165;
819200,0.276608,3.330025,0.291480,0.108019,5.36,1.99,4.29,171;
819200,0.272355,3.383816,0.287709,0.107435,5.52,1.94,4.29,173;
819200,0.276569,3.439215,0.294635,0.110790,5.40,2.18,7.16,105;
819200,0.270649,3.336885,0.288659,0.108355,5.29,2.06,4.29,171;
819200,0.190047,3.212674,0.225705,0.084432,5.01,1.93,4.09,169;
819200,0.276280,3.332082,0.288084,0.108273,5.24,2.12,4.29,171;
819200,0.273401,3.321056,0.293900,0.107244,5.37,1.97,7.16,102;
819200,0.190651,3.848699,0.225430,0.081178,5.92,2.28,4.70,174;
819200,0.277759,3.661912,0.292883,0.108732,5.87,2.17,4.60,174;
