Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
819200,0.272029,2.981521,0.289165,0.104830,6.21,0.41,5.41,122;
819200,0.280607,4.282963,0.311805,0.102700,8.75,0.50,4.90,188;
819200,0.277433,2.947950,0.281599,0.103877,6.20,0.36,3.54,185;
819200,0.275713,2.935127,0.285203,0.103154,6.14,0.39,3.53,185;
819200,0.277571,2.949774,0.288955,0.104271,6.08,0.47,3.58,182;
819200,0.190265,4.239233,0.242885,0.078843,8.46,0.51,6.58,136;
819200,0.188638,4.235637,0.240614,0.077052,8.42,0.54,4.75,188;
819200,0.274196,2.958010,0.286299,0.103887,6.19,0.39,3.56,184;
819200,0.188430,4.204743,0.240416,0.078711,8.46,0.44,4.72,188;
819200,0.188523,4.232022,0.238770,0.078822,8.45,0.50,4.82,185;
819200,0.188811,2.928957,0.234403,0.080595,5.99,0.35,4.97,127;
819200,0.280048,3.005338,0.293430,0.104471,6.27,0.40,3.60,185;
819200,0.191880,4.235030,0.242799,0.079880,8.41,0.55,4.75,188;
819200,0.191085,2.866102,0.222509,0.079843,5.87,0.34,3.37,184;
819200,0.191794,4.245886,0.242482,0.079782,8.54,0.45,6.77,132;
819200,0.187954,4.246219,0.243011,0.077954,8.45,0.53,4.76,188;
819200,0.277368,4.278984,0.309594,0.106056,8.78,0.46,4.90,188;
819200,0.274281,2.979915,0.291006,0.105612,6.13,0.48,3.56,185;
819200,0.190536,4.210881,0.243021,0.078423,8.41,0.52,7.61,117;
819200,0.188038,4.200261,0.238431,0.076586,8.40,0.49,4.71,188;
819200,0.189608,4.256919,0.238269,0.078244,8.51,0.48,4.79,187;
819200,0.189974,4.227042,0.242244,0.080856,8.50,0.43,4.73,188;
819200,0.276424,4.291870,0.318262,0.104062,8.77,0.51,7.43,124;
819200,0.189587,4.215708,0.240078,0.078498,8.46,0.45,4.73,188;
819200,0.273657,2.954159,0.291247,0.103443,6.11,0.44,3.54,185;
