Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
12500,20.487631,44.514952,1.160468,33.783559,102.76,27.46,67.49,192;
12500,20.832147,47.891241,1.246841,34.757781,108.66,29.10,71.51,192;
12500,10.009482,25.946422,0.833483,12.889029,54.78,17.36,38.46,187;
12500,20.225466,45.573033,1.272900,33.722143,103.45,28.35,68.73,191;
12500,9.989705,28.820880,0.873414,13.207064,57.79,20.05,41.12,189;
12500,9.837669,25.862877,0.847981,12.180553,54.58,17.02,38.49,186;
12500,9.942020,25.388653,0.849458,12.446367,53.63,17.27,37.68,188;
12500,9.787183,25.852334,0.850106,12.200547,54.07,17.45,38.38,186;
12500,20.473978,46.688575,1.240604,34.898261,105.47,29.04,69.60,193;
12500,20.301473,48.545509,1.272072,34.038043,106.93,31.01,71.51,192;
12500,19.345910,26.587003,0.912427,12.334464,69.20,22.93,48.33,190;
12500,10.215304,28.438188,0.916181,12.393414,57.02,20.55,41.46,187;
12500,20.286011,44.133813,1.280900,33.551144,101.35,27.71,66.75,193;
12500,10.202950,25.631372,0.914221,12.702708,53.56,18.35,38.70,185;
12500,19.415972,26.412799,0.907850,12.682663,69.64,22.27,48.25,190;
12500,10.616980,24.858854,0.914881,13.463922,55.31,18.91,41.29,179;
12500,10.077390,27.211551,0.908564,12.300174,54.52,20.31,39.67,188;
12500,20.418080,44.849267,1.152368,34.182244,104.70,26.12,68.24,191;
12500,20.388171,44.576263,1.301426,33.917108,102.81,27.34,67.32,193;
12500,10.208628,26.401726,0.909588,12.339267,53.99,19.48,39.42,186;
12500,20.561691,45.139395,1.200018,33.778589,102.92,28.80,68.20,193;
12500,20.655966,45.766405,1.200208,35.088551,104.51,28.54,69.21,192;
12500,9.902291,26.924394,0.847972,12.385868,55.41,18.49,39.22,188;
12500,10.147633,25.440077,0.856944,13.313089,54.51,16.84,38.49,185;
12500,9.733768,25.485866,0.854898,12.219481,54.05,16.63,37.69,187;
