verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
500000,236518,0.019764,0.000173,0.091096,127.460199,127.55,0.01,127.57,99;
500000,236518,0.020155,0.000202,0.092008,128.971211,129.05,0.03,129.08,99;
500000,236518,0.020236,0.000209,0.091624,129.248998,129.32,0.04,129.36,99;
500000,236518,0.020270,0.000180,0.091066,129.482392,129.56,0.03,129.60,99;
500000,236518,0.019727,0.000175,0.089359,126.764478,126.86,0.01,126.87,99;
500000,236518,0.020202,0.000172,0.092238,128.251566,128.35,0.01,128.36,99;
500000,236518,0.020222,0.000169,0.090414,128.204424,128.29,0.02,128.32,99;
500000,236518,0.020238,0.000173,0.091359,128.940270,129.05,0.00,129.05,99;
500000,236518,0.019857,0.000185,0.090227,127.530781,127.61,0.02,127.67,99;
500000,236518,0.020271,0.000175,0.092578,128.563113,128.59,0.08,128.68,99;
500000,236518,0.020261,0.000212,0.091034,128.925168,129.01,0.02,129.04,99;
500000,236518,0.019799,0.000197,0.088926,127.368254,127.46,0.01,127.48,99;
500000,236518,0.020231,0.000217,0.090950,128.203661,128.29,0.02,128.32,99;
500000,236518,0.019818,0.000175,0.090393,127.511495,127.59,0.02,127.64,99;
500000,236518,0.019825,0.000173,0.089881,126.045284,126.13,0.01,126.16,99;
500000,236518,0.020273,0.000172,0.090400,128.690017,128.77,0.02,128.80,99;
500000,236518,0.020122,0.000173,0.091405,129.220778,129.32,0.01,129.33,99;
500000,236518,0.019779,0.000176,0.089179,126.634776,126.72,0.02,126.74,99;
500000,236518,0.019938,0.000172,0.090120,125.965159,126.06,0.01,126.11,99;
500000,236518,0.019833,0.000166,0.091093,126.289169,126.37,0.03,126.40,99;
500000,236518,0.020196,0.000178,0.091384,128.989140,129.07,0.02,129.10,99;
500000,236518,0.020213,0.000173,0.090467,128.288972,128.38,0.01,128.40,99;
500000,236518,0.020027,0.000173,0.091128,128.691976,128.79,0.01,128.80,99;
500000,236518,0.019762,0.000193,0.088892,126.601542,126.69,0.01,126.71,99;
500000,236518,0.020206,0.000176,0.091236,128.804719,128.88,0.03,128.92,99;
