Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
819200,0.189771,3.496526,0.226484,0.082384,5.60,1.90,4.50,166;
819200,0.272846,3.333807,0.289055,0.107568,5.31,2.03,4.27,171;
819200,0.272662,3.484516,0.293585,0.108159,5.41,2.24,4.50,170;
819200,0.189435,3.480634,0.225755,0.082254,5.55,1.93,4.50,166;
819200,0.190377,3.790303,0.227792,0.081970,5.95,2.15,6.34,127;
819200,0.274400,3.325064,0.227887,0.084318,5.22,2.11,4.29,170;
819200,0.188256,3.725196,0.224770,0.081047,5.82,2.13,4.73,168;
819200,0.273313,3.264077,0.288143,0.108674,5.20,2.01,4.26,169;
819200,0.191741,3.432397,0.226990,0.085252,5.29,2.09,6.55,112;
819200,0.189895,3.453390,0.224893,0.086137,5.53,1.90,4.29,173;
819200,0.277216,3.531261,0.289897,0.107583,5.56,2.20,4.50,172;
819200,0.194618,3.732349,0.227982,0.083123,5.90,2.09,4.70,169;
819200,0.273992,3.262008,0.295849,0.107277,5.09,2.11,4.29,167;
819200,0.274069,3.261232,0.283121,0.107973,5.29,1.93,5.93,121;
819200,0.277140,3.496941,0.282494,0.108201,5.47,2.21,4.50,171;
819200,0.273869,3.889920,0.291630,0.108198,6.11,2.37,4.91,172;
819200,0.189802,3.744475,0.230674,0.084329,5.76,2.24,4.70,170;
819200,0.192279,3.455392,0.229422,0.086277,5.52,1.91,7.16,103;
819200,0.275640,3.247933,0.289159,0.107694,5.13,2.06,4.29,167;
819200,0.276570,3.117547,0.290607,0.107252,4.89,2.03,4.09,169;
819200,0.279866,3.264415,0.286410,0.109482,5.09,2.14,4.29,168;
819200,0.274584,3.335733,0.290761,0.108191,5.32,2.05,6.96,105;
819200,0.274827,3.333908,0.290956,0.107830,5.18,2.17,4.29,171;
819200,0.188884,3.655119,0.230955,0.082268,5.84,1.99,4.70,166;
819200,0.190811,3.798328,0.226216,0.082723,5.85,2.26,4.70,172;
