Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
819200,0.274769,4.275493,0.315968,0.103343,8.79,0.46,6.72,137;
819200,0.191010,4.198671,0.239504,0.077547,8.38,0.51,4.71,188;
819200,0.276054,3.000036,0.298405,0.102843,6.31,0.35,3.59,185;
819200,0.188014,4.233400,0.239527,0.077436,8.50,0.46,4.75,188;
819200,0.278780,4.320054,0.315620,0.117536,8.81,0.48,4.98,186;
819200,0.273479,2.980766,0.288082,0.102952,6.20,0.43,5.40,122;
819200,0.187570,4.210024,0.240879,0.077919,8.44,0.47,4.72,188;
819200,0.272687,3.068792,0.291591,0.103948,6.37,0.42,3.66,185;
819200,0.187543,4.202869,0.237760,0.077445,8.42,0.47,4.71,188;
819200,0.226768,2.896887,0.222067,0.078683,5.98,0.37,3.45,183;
819200,0.272698,2.989165,0.282250,0.103488,6.16,0.48,5.40,122;
819200,0.273766,2.964463,0.289959,0.104519,6.12,0.46,3.55,185;
819200,0.274350,2.961172,0.291526,0.104317,6.22,0.35,3.55,185;
819200,0.275903,2.952214,0.288675,0.103251,6.18,0.38,3.54,185;
819200,0.274839,2.965929,0.293534,0.103167,6.20,0.40,3.57,184;
819200,0.273121,2.986031,0.288393,0.102888,6.23,0.40,6.48,102;
819200,0.188153,4.214467,0.239234,0.077703,8.39,0.52,4.75,187;
819200,0.274263,2.958002,0.292260,0.103101,6.13,0.44,3.56,184;
819200,0.277090,4.337653,0.317897,0.119145,8.76,0.59,4.95,188;
819200,0.271807,2.938265,0.288144,0.103142,6.13,0.41,3.58,182;
819200,0.273749,2.998638,0.291779,0.104477,6.34,0.32,5.42,122;
819200,0.271220,2.939239,0.286917,0.103047,6.15,0.38,3.52,185;
819200,0.189423,2.942477,0.223156,0.079631,5.98,0.37,3.44,184;
819200,0.191431,4.237841,0.243990,0.079949,8.53,0.43,4.77,187;
819200,0.191072,4.234432,0.241436,0.078212,8.46,0.51,4.80,186;
