Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
819200,0.185994,2.460693,0.228892,0.086876,6.06,2.32,5.12,163;
819200,0.274384,2.628226,0.301143,0.112911,6.73,2.54,3.78,245;
819200,0.275050,2.947333,0.300015,0.114420,7.24,2.83,3.98,252;
819200,0.275034,3.241920,0.297122,0.113695,7.76,3.14,4.18,260;
819200,0.275933,2.952193,0.301491,0.114886,7.26,2.83,4.00,252;
819200,0.185254,2.709169,0.225569,0.085798,6.47,2.63,5.32,171;
819200,0.278002,2.591715,0.299423,0.115433,6.30,2.84,3.88,235;
819200,0.188270,2.485263,0.225978,0.085227,6.15,2.26,3.47,242;
819200,0.187341,2.738522,0.227169,0.085563,6.62,2.55,3.88,236;
819200,0.284788,2.536133,0.293964,0.114639,6.43,2.26,3.68,236;
819200,0.195916,2.483295,0.230455,0.088903,6.06,2.40,5.11,165;
819200,0.193012,2.831798,0.228417,0.086103,6.93,2.52,3.88,243;
819200,0.198532,2.560803,0.234596,0.096440,6.17,2.47,3.68,235;
819200,0.186788,2.739644,0.237724,0.089615,6.66,2.53,133.73,6;
819200,0.278428,2.527910,0.295604,0.113411,6.24,2.43,5.21,166;
819200,0.188413,2.525904,0.227059,0.085270,6.00,2.34,3.37,247;
819200,0.278860,2.554617,0.299695,0.114459,6.60,2.48,3.88,233;
819200,0.188571,2.456031,0.229645,0.087815,6.03,2.21,3.49,236;
819200,0.188193,2.725676,0.227115,0.086136,6.65,2.47,6.94,131;
819200,0.189790,3.655586,0.227333,0.088286,8.41,3.54,6.34,188;
819200,0.189667,2.484928,0.227737,0.085699,5.89,2.43,3.52,236;
819200,0.188581,2.716650,0.226979,0.085513,6.49,2.68,3.64,252;
819200,0.272594,2.547567,0.303168,0.114736,6.46,2.40,3.68,240;
819200,0.280085,2.688099,0.291894,0.114871,26.56,12.58,83.14,47;
819200,0.274828,2.693961,0.301219,0.114919,6.75,2.62,5.57,168;
