Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
500000,0.571619,9.453551,0.364152,0.000430,15.66,4.52,10.70,188;
500000,0.581689,9.587331,0.366583,0.000423,15.44,5.03,12.49,163;
500000,0.391417,10.868901,0.276569,0.000374,17.32,5.31,11.87,190;
500000,0.588702,9.987686,0.364593,0.000428,16.11,5.18,12.89,165;
500000,0.390290,11.255974,0.277552,0.000394,17.85,5.55,15.56,150;
500000,0.388579,10.965679,0.279021,0.000386,17.58,5.24,13.96,163;
500000,0.386325,10.495454,0.280446,0.000372,17.11,4.76,11.62,188;
500000,0.390036,11.457081,0.279392,0.000387,18.14,5.67,14.33,166;
500000,0.581048,9.873757,0.366555,0.000427,15.96,5.08,11.34,185;
500000,0.388042,10.875920,0.278226,0.000385,17.69,4.95,13.70,165;
500000,0.575621,9.597429,0.331146,0.000375,15.57,4.90,10.99,186;
500000,0.574910,9.972957,0.361639,0.000442,16.17,5.05,12.69,167;
500000,0.615115,9.332961,0.365920,0.000430,15.25,4.79,10.64,188;
500000,0.389820,10.611887,0.279266,0.000387,17.17,4.93,13.34,165;
500000,0.390704,11.000408,0.279390,0.000372,17.39,5.49,12.04,190;
500000,0.389924,11.596524,0.278459,0.000380,18.56,5.53,14.13,170;
500000,0.576061,9.575568,0.365745,0.000429,15.58,4.86,10.84,188;
500000,0.566000,9.579574,0.364824,0.000429,15.63,4.80,12.28,166;
500000,0.571809,9.777052,0.363458,0.000424,15.76,5.08,11.05,188;
500000,0.391268,11.715590,0.278457,0.000381,18.75,5.57,14.61,166;
500000,0.578394,9.060235,0.330467,0.000408,15.01,4.40,10.36,187;
500000,0.384708,9.007225,0.274513,0.000370,14.52,4.45,74.95,25;
500000,0.566362,9.391923,0.363137,0.000429,15.43,4.61,12.49,160;
500000,0.570552,9.557355,0.365844,0.000421,15.66,4.75,10.84,188;
500000,0.573809,9.392414,0.367222,0.000423,15.45,4.61,12.28,163;
