Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
500000,0.390167,13.017546,0.287100,0.000371,26.46,0.44,15.81,170;
500000,0.386592,20.611254,0.288600,0.000382,41.52,0.57,21.34,197;
500000,0.389887,20.997151,0.290603,0.000385,42.36,0.52,23.54,182;
500000,0.578718,13.360651,0.375772,0.000426,27.55,0.42,16.35,171;
500000,0.568866,13.244770,0.325925,0.000373,27.29,0.43,14.13,196;
500000,0.392351,20.660463,0.289084,0.000389,41.72,0.49,23.19,181;
500000,0.386293,20.736559,0.288895,0.000384,41.89,0.46,23.55,179;
500000,0.395197,20.889299,0.290085,0.000413,42.15,0.51,23.43,182;
500000,0.408758,13.639266,0.290450,0.000404,27.75,0.43,16.45,171;
500000,0.391249,14.357384,0.291429,0.000381,29.14,0.44,15.07,196;
500000,0.394157,13.296940,0.293565,0.000388,27.03,0.44,15.83,173;
500000,0.421496,13.973334,0.297531,0.000386,28.40,0.48,14.79,195;
500000,0.572807,13.309242,0.372408,0.000434,27.42,0.46,16.04,173;
500000,0.385625,20.510885,0.290135,0.000389,41.36,0.50,21.21,197;
500000,0.571654,13.324879,0.380511,0.000428,27.44,0.44,16.03,173;
500000,0.597675,13.145106,0.375657,0.000424,27.14,0.44,14.06,196;
500000,0.579877,13.204638,0.378249,0.000424,27.26,0.40,15.92,173;
500000,0.574026,13.224920,0.373766,0.000436,27.20,0.48,14.11,196;
500000,0.388737,20.630653,0.289627,0.000385,41.64,0.50,23.16,181;
500000,0.392167,20.773684,0.290678,0.000405,41.98,0.46,23.57,180;
500000,0.398322,20.546014,0.289629,0.000401,41.45,0.55,23.09,181;
500000,0.581990,13.101775,0.374806,0.000426,27.02,0.44,14.01,195;
500000,0.581804,13.170795,0.380975,0.000433,27.16,0.44,15.60,176;
500000,0.399933,13.402731,0.284566,0.000380,27.29,0.40,15.63,177;
500000,0.393574,13.203214,0.289390,0.000377,26.95,0.32,15.44,176;
