Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
500000,0.390046,7.233990,0.264363,0.000397,18.40,5.23,10.22,231;
500000,0.385766,6.303273,0.265892,0.000386,16.39,4.42,9.26,224;
500000,0.579438,6.564193,0.346716,0.000423,16.93,5.29,8.13,273;
500000,0.392560,7.048546,0.350571,0.000420,17.81,5.31,10.85,213;
500000,0.393319,7.103335,0.266461,0.000381,17.84,5.43,8.44,275;
500000,0.387634,7.079888,0.357826,0.000436,17.96,5.22,8.54,271;
500000,0.385926,6.420652,0.266638,0.000371,16.30,4.72,9.41,223;
500000,0.392467,6.916964,0.265045,0.000380,17.22,5.48,8.39,270;
500000,0.391777,6.390287,0.266432,0.000375,16.20,4.90,7.78,271;
500000,0.396326,6.408378,0.266029,0.000386,16.35,4.83,9.41,225;
500000,0.580812,6.529129,0.352393,0.000420,16.59,5.57,8.19,270;
500000,0.420577,6.402908,0.285852,0.000384,16.23,4.94,7.77,272;
500000,0.389820,6.918449,0.273823,0.000389,17.58,5.13,10.09,225;
500000,0.402378,7.260613,0.271986,0.000382,18.03,5.70,8.63,274;
500000,0.588748,5.945726,0.352948,0.000424,15.38,4.78,7.47,269;
500000,0.394973,6.814717,0.263120,0.000381,17.12,5.28,9.82,228;
500000,0.387825,6.812044,0.264051,0.000392,17.27,5.10,8.18,273;
500000,0.590642,5.941828,0.350516,0.000428,15.59,4.79,7.57,269;
500000,0.401242,6.390352,0.270387,0.000394,16.18,4.55,9.46,219;
500000,0.408972,5.944958,0.269744,0.000395,15.29,4.50,7.32,270;
500000,0.398936,6.911214,0.268022,0.000381,17.29,5.38,8.44,268;
500000,0.387238,6.921704,0.266764,0.000391,17.47,5.14,9.77,231;
500000,0.388921,6.496589,0.266011,0.000377,16.52,4.92,8.03,266;
500000,0.572278,6.140644,0.352142,0.000429,15.84,4.92,8.95,231;
500000,0.387374,6.510680,0.266088,0.000388,16.37,4.69,9.21,228;
