verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
236518,0.063720,0.000415,9.142791,0.148961,0.122266,9.42,0.06,9.51,99;
236518,0.064325,0.000427,9.096535,0.151220,0.122518,9.35,0.09,9.46,99;
236518,0.062552,0.000421,9.126461,0.149744,0.121242,9.42,0.05,9.49,99;
236518,0.062331,0.000396,9.926994,0.103236,0.099623,10.15,0.05,10.25,99;
236518,0.057712,0.000418,9.642961,0.118101,0.109045,9.87,0.07,9.96,99;
236518,0.059409,0.000571,9.094652,0.157187,0.123916,9.34,0.10,9.47,99;
236518,0.064860,0.000404,9.083402,0.155229,0.124255,9.35,0.09,9.46,99;
236518,0.064659,0.000398,9.084633,0.152623,0.121599,9.36,0.07,9.45,99;
236518,0.064028,0.000377,9.056865,0.153319,0.126696,9.33,0.08,9.44,99;
236518,0.065439,0.000501,9.060317,0.163285,0.156026,9.39,0.07,9.48,99;
236518,0.086550,0.000410,9.065554,0.150100,0.122191,9.35,0.08,9.46,99;
236518,0.065130,0.000387,9.037762,0.151846,0.127737,9.30,0.09,9.41,99;
236518,0.064066,0.000421,9.019472,0.148772,0.124163,9.31,0.06,9.43,99;
236518,0.067924,0.000433,9.048969,0.150518,0.123516,9.33,0.07,9.42,99;
236518,0.064494,0.000473,9.061500,0.149611,0.123793,9.33,0.08,9.43,99;
236518,0.063194,0.000381,9.024817,0.149290,0.125651,9.29,0.08,9.44,99;
236518,0.064386,0.000459,9.067424,0.153618,0.127685,9.35,0.07,9.45,99;
236518,0.065672,0.000426,9.064183,0.151640,0.123232,9.35,0.06,9.43,99;
236518,0.062813,0.000416,9.001675,0.150178,0.123017,9.27,0.07,9.41,99;
236518,0.065380,0.000474,9.044743,0.153088,0.128221,9.33,0.07,9.42,99;
236518,0.064127,0.000387,9.014792,0.148342,0.125117,9.29,0.07,9.42,99;
236518,0.064708,0.000427,9.051019,0.155046,0.125190,9.33,0.08,9.42,99;
236518,0.063030,0.000405,9.075400,0.151923,0.124827,9.34,0.08,9.45,99;
236518,0.067326,0.000416,9.075085,0.147870,0.124229,9.37,0.06,9.45,99;
236518,0.062721,0.000415,8.993213,0.150421,0.123397,9.26,0.08,9.40,99;
