vertices,init,destroy,tarjan,user,system,elapsed,pCPU
12500,9.344447,0.000152,2.921460,11.42,0.88,12.31,99;
12500,9.286716,0.000218,2.860168,11.41,0.78,12.19,99;
12500,9.561543,0.000226,3.010349,11.74,0.87,12.61,99;
12500,9.189869,0.000176,2.844241,11.29,0.78,12.08,100;
12500,9.347027,0.000217,3.026104,11.61,0.80,12.42,99;
12500,9.197991,0.000163,2.854031,11.25,0.83,12.09,99;
12500,9.195213,0.000147,2.862984,11.30,0.79,12.10,99;
12500,9.390051,0.000171,3.044137,11.65,0.82,12.49,99;
12500,9.275692,0.000189,2.865159,11.33,0.84,12.18,99;
12500,9.552696,0.000153,3.024483,11.83,0.78,12.62,99;
12500,9.262010,0.000209,2.880669,11.39,0.79,12.18,99;
12500,9.238294,0.000165,2.873804,11.32,0.83,12.15,99;
12500,9.674302,0.000183,3.059935,11.94,0.84,12.78,99;
12500,9.178509,0.000178,2.842053,11.23,0.83,12.06,99;
12500,9.166156,0.000172,2.862729,11.26,0.81,12.07,99;
12500,9.276134,0.000184,2.861354,11.41,0.76,12.18,99;
12500,9.215702,0.000202,2.846360,11.31,0.79,12.10,99;
12500,9.344501,0.000241,2.908876,11.47,0.82,12.30,99;
12500,9.160423,0.000210,2.849388,11.27,0.77,12.05,99;
12500,9.341899,0.000190,2.872061,11.47,0.78,12.26,99;
12500,9.371160,0.000210,2.878148,11.56,0.72,12.29,99;
12500,9.415365,0.000174,2.871116,11.57,0.75,12.33,99;
12500,9.344374,0.000157,2.901518,11.46,0.82,12.29,99;
12500,9.246506,0.000156,2.806373,11.34,0.75,12.09,99;
12500,9.292255,0.000218,2.958487,11.47,0.82,12.30,99;
12500,9.416446,0.000215,2.949534,11.63,0.77,12.41,99;
12500,9.415234,0.000207,2.880369,11.61,0.73,12.34,99;
12500,9.319327,0.000213,2.934607,11.46,0.83,12.30,99;
12500,9.353279,0.000156,2.885193,11.54,0.74,12.29,99;
12500,9.392966,0.000178,2.851702,11.47,0.81,12.29,99;
