verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
0,0.058193,0.000374,0.001574,0.000820,0.000001,0.02,0.04,0.09,76;
0,0.062899,0.000378,0.001573,0.000822,0.000001,0.03,0.04,0.08,95;
0,0.058788,0.000376,0.001574,0.000830,0.000001,0.03,0.03,0.09,77;
0,0.062570,0.000451,0.001574,0.000822,0.000001,0.03,0.04,0.07,96;
0,0.060501,0.000376,0.001571,0.000823,0.000001,0.02,0.04,0.07,96;
0,0.058908,0.000377,0.001575,0.000845,0.000000,0.03,0.03,0.09,77;
0,0.059844,0.000613,0.001570,0.000832,0.000001,0.03,0.04,0.07,97;
0,0.059865,0.000447,0.001569,0.000828,0.000001,0.03,0.04,0.07,97;
0,0.062492,0.000456,0.001586,0.000826,0.000001,0.03,0.04,0.07,96;
0,0.057680,0.000371,0.001572,0.000807,0.000001,0.02,0.04,0.09,78;
0,0.062067,0.000455,0.001597,0.000823,0.000001,0.02,0.05,0.08,95;
0,0.059603,0.000445,0.001585,0.000815,0.000001,0.03,0.04,0.07,97;
0,0.059017,0.000378,0.001576,0.000837,0.000001,0.04,0.03,0.09,73;
0,0.060340,0.000381,0.001573,0.000823,0.000001,0.03,0.03,0.09,78;
0,0.058874,0.000374,0.001569,0.000845,0.000001,0.03,0.03,0.09,76;
0,0.060421,0.000380,0.001571,0.000842,0.000001,0.03,0.04,0.07,96;
0,0.063569,0.000381,0.001573,0.000823,0.000001,0.03,0.03,0.09,78;
0,0.062946,0.000393,0.001575,0.000823,0.000001,0.03,0.04,0.09,79;
0,0.059212,0.000458,0.001573,0.000828,0.000001,0.03,0.03,0.07,96;
0,0.062718,0.000447,0.001570,0.000827,0.000000,0.03,0.04,0.07,96;
0,0.058617,0.000451,0.001569,0.000848,0.000001,0.03,0.03,0.07,96;
0,0.060536,0.000383,0.001583,0.000833,0.000001,0.02,0.04,0.09,78;
0,0.058215,0.000377,0.001573,0.000815,0.000001,0.03,0.03,0.09,76;
0,0.089220,0.000448,0.001575,0.000824,0.000001,0.03,0.07,0.12,82;
0,0.060522,0.000457,0.001567,0.000828,0.000001,0.03,0.04,0.07,96;
