Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
51200,0.012404,0.133673,0.007761,0.005192,0.25,0.13,3.13,12;
51200,0.017175,0.142657,0.008958,0.007301,0.29,0.12,1.03,40;
51200,0.017632,0.156593,0.009935,0.007509,0.31,0.15,0.83,56;
51200,0.017550,0.142552,0.008733,0.007301,0.29,0.12,0.79,52;
51200,0.017787,0.137810,0.008825,0.007357,0.25,0.16,0.73,58;
51200,0.011801,0.157951,0.008171,0.005090,0.32,0.11,0.80,54;
51200,0.016586,0.138444,0.008509,0.007371,0.28,0.13,0.80,52;
51200,0.017302,0.138881,0.009013,0.007306,0.28,0.13,0.71,59;
51200,0.012230,0.152094,0.008061,0.004952,0.30,0.12,0.72,59;
51200,0.017368,0.138381,0.008657,0.007336,0.26,0.14,0.90,45;
51200,0.017233,0.140789,0.008806,0.007330,0.27,0.14,0.72,58;
51200,0.017353,0.170733,0.009061,0.007464,0.30,0.18,0.79,61;
51200,0.017030,0.151294,0.009324,0.007442,0.31,0.14,0.94,48;
51200,0.017406,0.139573,0.008726,0.007477,0.30,0.12,0.70,60;
51200,0.012175,0.156679,0.007674,0.004961,0.29,0.15,0.72,61;
51200,0.017051,0.156699,0.009495,0.007528,0.30,0.15,0.81,55;
51200,0.017165,0.141450,0.008830,0.007339,0.30,0.11,0.70,60;
51200,0.017202,0.144939,0.008966,0.007464,0.31,0.11,0.72,59;
51200,0.017288,0.143944,0.009089,0.007385,0.29,0.13,0.73,59;
51200,0.012038,0.159737,0.008156,0.004988,0.31,0.13,0.80,56;
51200,0.016945,0.155907,0.008661,0.007347,0.26,0.19,3.16,14;
51200,0.017321,0.172457,0.009168,0.007300,0.30,0.17,0.90,52;
51200,0.017281,0.143524,0.009003,0.007393,0.30,0.12,0.71,60;
51200,0.011568,0.152051,0.007298,0.004979,0.32,0.11,0.81,54;
51200,0.017571,0.157374,0.009449,0.007508,0.33,0.13,0.72,64;
