Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
51200,0.017176,0.156965,0.008577,0.007627,0.47,0.21,0.73,93;
51200,0.017359,0.152912,0.009099,0.007695,0.44,0.22,0.80,82;
51200,0.017043,0.171060,0.009370,0.007135,0.53,0.21,0.84,88;
51200,0.012302,0.183427,0.007308,0.005134,0.46,0.27,0.85,87;
51200,0.012143,0.165749,0.007353,0.005078,0.49,0.20,0.85,82;
51200,0.017515,0.150910,0.009120,0.007557,0.44,0.23,0.81,82;
51200,0.017595,0.167281,0.009332,0.007530,0.47,0.26,0.83,87;
51200,0.012337,0.162499,0.008128,0.005175,0.42,0.28,0.80,87;
51200,0.018884,0.173799,0.009889,0.008116,0.52,0.23,0.83,91;
51200,0.012406,0.193225,0.007652,0.005249,0.53,0.25,0.86,91;
51200,0.012354,0.151065,0.008121,0.005132,0.43,0.22,0.84,78;
51200,0.012446,0.169340,0.008087,0.005226,0.47,0.24,0.83,86;
51200,0.017532,0.149836,0.008783,0.007550,0.48,0.18,0.80,83;
51200,0.017502,0.153442,0.009122,0.007637,0.47,0.21,0.82,84;
51200,0.012151,0.147471,0.007520,0.005051,0.44,0.20,0.80,80;
51200,0.016792,0.191691,0.009034,0.007521,0.56,0.26,0.89,91;
51200,0.012368,0.151587,0.007557,0.005197,0.44,0.21,0.84,78;
51200,0.012243,0.141480,0.007111,0.005137,0.44,0.18,3.05,20;
51200,0.016850,0.180011,0.009026,0.007449,0.54,0.30,1.11,76;
51200,0.016762,0.172539,0.010362,0.007461,0.52,0.20,0.86,85;
51200,0.012045,0.160181,0.007228,0.005214,0.51,0.16,0.80,84;
51200,0.012499,0.149326,0.007361,0.005201,0.40,0.24,0.80,81;
51200,0.011808,0.145482,0.008030,0.005214,0.44,0.20,0.71,89;
51200,0.017397,0.152691,0.008753,0.007559,0.49,0.18,0.81,82;
51200,0.017280,0.184264,0.008558,0.007254,0.52,0.24,0.87,87;
