Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
51200,0.011801,0.132413,0.007655,0.004735,0.30,0.05,0.43,82;
51200,0.016761,0.097096,0.009358,0.006348,0.26,0.03,0.39,75;
51200,0.017178,0.095752,0.008890,0.006421,0.25,0.03,0.39,74;
51200,0.016837,0.097100,0.009152,0.006531,0.27,0.02,0.39,75;
51200,0.011851,0.133038,0.008017,0.004848,0.29,0.06,0.42,84;
51200,0.017318,0.097519,0.008866,0.006613,0.24,0.04,0.39,74;
51200,0.012545,0.134540,0.008600,0.004870,0.31,0.05,0.42,85;
51200,0.017151,0.096057,0.008906,0.006479,0.25,0.04,0.40,74;
51200,0.011966,0.133822,0.008162,0.004869,0.29,0.06,0.42,85;
51200,0.016896,0.096062,0.008852,0.006564,0.26,0.02,0.39,74;
51200,0.017171,0.098548,0.008971,0.006565,0.25,0.04,0.39,76;
51200,0.011795,0.136566,0.008820,0.004977,0.32,0.04,0.43,84;
51200,0.011997,0.093820,0.007850,0.004725,0.23,0.05,3.58,8;
51200,0.016809,0.096633,0.009245,0.006520,0.27,0.02,0.40,75;
51200,0.011910,0.133653,0.008621,0.004995,0.31,0.04,0.42,85;
51200,0.011871,0.133715,0.008700,0.004877,0.31,0.04,0.43,83;
51200,0.011992,0.133666,0.008879,0.004889,0.32,0.03,0.43,83;
51200,0.011819,0.133616,0.009124,0.004952,0.32,0.03,0.42,83;
51200,0.011555,0.133161,0.008183,0.004673,0.31,0.05,0.44,82;
51200,0.017140,0.097029,0.008954,0.006514,0.27,0.02,0.39,75;
51200,0.017204,0.095180,0.008849,0.006488,0.25,0.03,0.40,72;
51200,0.011670,0.133618,0.008251,0.004825,0.31,0.04,0.43,83;
51200,0.011790,0.118075,0.008478,0.004891,0.26,0.06,0.41,78;
51200,0.016955,0.138730,0.010601,0.007750,0.34,0.05,0.45,85;
51200,0.016999,0.095373,0.008806,0.006469,0.26,0.03,0.42,69;
