verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
51200,25088,0.002109,0.000193,0.006546,1.600267,1.60,0.00,1.60,100;
51200,25088,0.002118,0.000183,0.006672,1.592390,1.59,0.00,1.60,99;
51200,25088,0.002081,0.000164,0.005971,1.599554,1.60,0.00,1.60,100;
51200,25088,0.002031,0.000183,0.006686,1.600551,1.60,0.00,1.61,99;
51200,25088,0.002048,0.000171,0.006642,1.608802,1.61,0.00,1.61,100;
51200,25088,0.002070,0.000155,0.006148,1.584403,1.59,0.00,1.59,100;
51200,25088,0.002030,0.000163,0.006854,1.604159,1.61,0.00,1.61,100;
51200,25088,0.002146,0.000159,0.006310,1.586842,1.59,0.00,1.59,100;
51200,25088,0.002087,0.000178,0.006572,1.609132,1.61,0.00,1.61,99;
51200,25088,0.002015,0.000213,0.006964,1.613109,1.62,0.00,1.62,99;
51200,25088,0.002081,0.000166,0.006389,1.600535,1.60,0.00,1.60,100;
51200,25088,0.002045,0.000150,0.006038,1.602254,1.61,0.00,1.61,99;
51200,25088,0.002039,0.000168,0.006334,1.595395,1.60,0.00,1.60,100;
51200,25088,0.002070,0.000173,0.006501,1.598425,1.60,0.00,1.60,99;
51200,25088,0.002081,0.000155,0.006110,1.596132,1.60,0.00,1.60,99;
51200,25088,0.002075,0.000148,0.006092,1.603533,1.61,0.00,1.61,100;
51200,25088,0.002039,0.000166,0.006775,1.606991,1.61,0.00,1.61,100;
51200,25088,0.002012,0.000193,0.006697,1.618055,1.61,0.00,1.62,99;
51200,25088,0.002017,0.000163,0.006950,1.618551,1.62,0.00,1.62,99;
51200,25088,0.002140,0.000196,0.006988,1.611253,1.62,0.00,1.62,100;
51200,25088,0.002083,0.000164,0.006304,1.599883,1.60,0.00,1.60,99;
51200,25088,0.002111,0.000158,0.006330,1.597602,1.60,0.00,1.60,99;
51200,25088,0.002075,0.000158,0.006327,1.606170,1.61,0.00,1.61,100;
51200,25088,0.002090,0.000168,0.007076,1.613054,1.61,0.00,1.62,99;
51200,25088,0.002229,0.000176,0.006381,1.587453,1.59,0.00,1.59,100;
