vertices,init,destroy,tarjan,user,system,elapsed,pCPU
500000,0.376154,0.000340,0.141264,0.48,0.03,0.52,100;
500000,0.374167,0.000337,0.141155,0.48,0.03,0.51,99;
500000,0.381681,0.000351,0.144128,0.50,0.02,0.52,100;
500000,0.374797,0.000423,0.141372,0.48,0.03,0.51,99;
500000,0.375944,0.000345,0.140982,0.50,0.01,0.51,99;
500000,0.374331,0.000345,0.141291,0.49,0.02,0.51,99;
500000,0.373473,0.000358,0.141379,0.47,0.04,0.51,100;
500000,0.374837,0.000357,0.141237,0.48,0.03,0.51,99;
500000,0.377769,0.000353,0.142242,0.50,0.01,0.52,99;
500000,0.375438,0.000349,0.141765,0.47,0.03,0.52,99;
500000,0.380129,0.000367,0.144401,0.50,0.02,0.52,100;
500000,0.374276,0.000346,0.141193,0.49,0.02,0.51,99;
500000,0.374972,0.000351,0.141986,0.50,0.01,0.51,99;
500000,0.380508,0.000358,0.142749,0.49,0.02,0.52,99;
500000,0.376308,0.000333,0.141892,0.49,0.02,0.52,99;
500000,0.374468,0.000366,0.142467,0.47,0.03,0.51,99;
500000,0.383908,0.000342,0.145089,0.48,0.04,0.53,99;
500000,0.383038,0.000352,0.144607,0.51,0.01,0.53,100;
500000,0.376185,0.000333,0.144445,0.49,0.02,0.52,99;
500000,0.374419,0.000343,0.143470,0.47,0.04,0.52,100;
500000,0.381151,0.000349,0.143114,0.49,0.03,0.52,99;
500000,0.375144,0.000387,0.141389,0.48,0.03,0.51,99;
500000,0.376228,0.000420,0.141780,0.49,0.02,0.52,99;
500000,0.379880,0.000360,0.142703,0.49,0.02,0.52,100;
500000,0.379155,0.000351,0.141760,0.49,0.02,0.52,99;
500000,0.374824,0.000357,0.141127,0.50,0.01,0.51,100;
500000,0.376545,0.000337,0.142932,0.49,0.03,0.52,99;
500000,0.373846,0.000353,0.141331,0.50,0.01,0.51,99;
500000,0.375406,0.000352,0.142023,0.50,0.02,0.52,99;
500000,0.376065,0.000337,0.141999,0.48,0.03,0.52,99;
500000,0.374128,0.000352,0.142261,0.49,0.02,0.51,99;
500000,0.373772,0.000354,0.141916,0.48,0.03,0.51,99;
500000,0.382691,0.000349,0.142694,0.49,0.03,0.52,100;
500000,0.376304,0.000346,0.142586,0.46,0.05,0.52,100;
500000,0.381752,0.000400,0.146698,0.49,0.03,0.53,99;
500000,0.377222,0.000347,0.142777,0.49,0.02,0.52,100;
500000,0.374723,0.000339,0.142138,0.48,0.03,0.51,99;
500000,0.374538,0.000338,0.141957,0.48,0.03,0.51,99;
500000,0.372269,0.000408,0.141496,0.50,0.00,0.51,100;
500000,0.374168,0.000350,0.142353,0.49,0.02,0.52,99;
500000,0.373582,0.000342,0.141925,0.49,0.02,0.51,100;
500000,0.374729,0.000341,0.142511,0.49,0.02,0.52,100;
500000,0.375391,0.000343,0.142134,0.48,0.03,0.52,100;
500000,0.375778,0.000336,0.142113,0.46,0.05,0.52,100;
500000,0.373112,0.000345,0.142177,0.48,0.03,0.51,99;
500000,0.381033,0.000386,0.145933,0.49,0.03,0.53,99;
500000,0.373418,0.000343,0.141377,0.48,0.03,0.51,99;
500000,0.380630,0.000342,0.144586,0.49,0.02,0.52,99;
500000,0.380848,0.000339,0.143403,0.48,0.03,0.52,99;
500000,0.373867,0.000347,0.143602,0.50,0.01,0.52,100;
500000,0.374603,0.000340,0.141968,0.49,0.02,0.51,100;
500000,0.382922,0.000350,0.144768,0.50,0.02,0.53,99;
500000,0.373844,0.000345,0.142673,0.47,0.03,0.51,99;
500000,0.382310,0.000390,0.144991,0.49,0.03,0.53,99;
500000,0.376555,0.000343,0.142852,0.46,0.05,0.52,99;
500000,0.376489,0.000333,0.144774,0.48,0.03,0.52,99;
500000,0.374282,0.000345,0.143770,0.48,0.03,0.52,99;
500000,0.380551,0.000402,0.144993,0.49,0.03,0.52,99;
500000,0.375095,0.000384,0.143299,0.49,0.02,0.52,100;
500000,0.381595,0.000344,0.143916,0.48,0.04,0.52,100;
500000,0.373756,0.000340,0.143525,0.48,0.03,0.52,100;
500000,0.374800,0.000347,0.143079,0.49,0.02,0.52,100;
500000,0.381286,0.000380,0.142771,0.50,0.02,0.52,99;
500000,0.376347,0.000349,0.140979,0.49,0.02,0.52,100;
500000,0.381761,0.000346,0.142583,0.49,0.02,0.52,99;
500000,0.373986,0.000352,0.141560,0.48,0.03,0.51,99;
500000,0.374666,0.000357,0.142929,0.45,0.06,0.52,99;
500000,0.377000,0.000344,0.141922,0.48,0.03,0.52,99;
500000,0.381769,0.000352,0.144178,0.50,0.02,0.52,99;
500000,0.382560,0.000341,0.144192,0.50,0.02,0.52,100;
500000,0.375903,0.000357,0.141868,0.48,0.03,0.52,100;
500000,0.376610,0.000344,0.141045,0.48,0.03,0.52,100;
500000,0.374598,0.000346,0.144920,0.49,0.03,0.52,99;
500000,0.376872,0.000348,0.141926,0.48,0.03,0.52,100;
500000,0.373317,0.000374,0.142364,0.49,0.02,0.51,100;
500000,0.374909,0.000339,0.143676,0.46,0.05,0.52,99;
500000,0.374602,0.000342,0.142415,0.49,0.01,0.51,99;
500000,0.380022,0.000346,0.147690,0.48,0.04,0.53,99;
500000,0.374107,0.000339,0.143296,0.50,0.02,0.52,100;
500000,0.374846,0.000333,0.144299,0.49,0.02,0.52,99;
500000,0.374619,0.000344,0.141926,0.49,0.02,0.51,99;
500000,0.373795,0.000339,0.142245,0.49,0.02,0.51,99;
500000,0.374582,0.000334,0.141861,0.49,0.02,0.51,99;
500000,0.374325,0.000371,0.142667,0.47,0.03,0.51,99;
500000,0.373399,0.000370,0.142625,0.48,0.03,0.51,99;
500000,0.376387,0.000340,0.143972,0.49,0.03,0.52,99;
500000,0.374628,0.000342,0.142426,0.47,0.03,0.52,99;
500000,0.375445,0.000341,0.142431,0.50,0.01,0.52,100;
500000,0.373596,0.000338,0.141118,0.48,0.02,0.51,100;
500000,0.376922,0.000342,0.143037,0.47,0.04,0.52,99;
500000,0.380247,0.000345,0.143460,0.50,0.01,0.52,99;
500000,0.377381,0.000356,0.142294,0.49,0.02,0.52,99;
500000,0.380138,0.000343,0.142962,0.50,0.02,0.52,99;
500000,0.379444,0.000332,0.143587,0.47,0.04,0.52,99;
500000,0.380176,0.000352,0.143727,0.52,0.00,0.52,100;
500000,0.376098,0.000336,0.143277,0.48,0.03,0.52,99;
500000,0.378560,0.000347,0.142919,0.50,0.01,0.52,100;
500000,0.374961,0.000341,0.142255,0.50,0.01,0.52,99;
500000,0.381465,0.000338,0.143740,0.49,0.03,0.52,99;
500000,0.378546,0.000356,0.141432,0.48,0.03,0.52,99;
