Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
204800,0.068434,0.550398,0.056281,0.025400,1.23,0.07,0.91,143;
204800,0.046251,0.776551,0.049137,0.019654,1.59,0.13,1.11,154;
204800,0.068696,0.558874,0.057313,0.025442,1.22,0.11,0.92,143;
204800,0.046964,0.773846,0.048476,0.019458,1.59,0.13,1.12,153;
204800,0.046842,0.778562,0.049826,0.019750,1.62,0.10,1.12,153;
204800,0.046340,0.786052,0.049675,0.020185,1.60,0.14,1.12,154;
204800,0.048036,0.772969,0.048600,0.019316,1.60,0.11,1.12,152;
204800,0.069271,0.788689,0.064085,0.025812,1.67,0.13,1.16,154;
204800,0.047215,0.776164,0.048572,0.019559,1.62,0.10,1.12,153;
204800,0.046931,0.772096,0.049232,0.019667,1.57,0.14,1.12,153;
204800,0.047074,0.775834,0.047432,0.019708,1.60,0.12,1.12,153;
204800,0.046966,0.778293,0.050313,0.019628,1.60,0.13,3.36,51;
204800,0.069594,0.560363,0.058214,0.025677,1.23,0.10,0.92,145;
204800,0.069065,0.552370,0.057729,0.025506,1.21,0.10,0.92,143;
204800,0.069301,0.560893,0.057546,0.025539,1.23,0.10,0.91,146;
204800,0.069632,0.550369,0.056275,0.025185,1.22,0.09,0.91,143;
204800,0.069741,0.552599,0.056254,0.025497,1.23,0.08,0.92,143;
204800,0.047355,0.782653,0.049693,0.019329,1.61,0.12,1.11,155;
204800,0.069265,0.552258,0.056923,0.025682,1.21,0.11,0.91,144;
204800,0.048068,0.776536,0.049457,0.019262,1.61,0.10,1.11,155;
204800,0.046762,0.539441,0.044759,0.019283,1.14,0.10,0.88,141;
204800,0.046899,0.782031,0.049040,0.019359,1.59,0.14,1.13,153;
204800,0.047469,0.777707,0.048209,0.019526,1.61,0.11,1.12,153;
204800,0.046961,0.774118,0.048447,0.019346,1.59,0.12,1.11,154;
204800,0.047121,0.785698,0.048489,0.019171,1.63,0.11,1.12,154;
