Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
204800,0.047475,0.651567,0.059269,0.029191,1.69,0.59,1.42,160;
204800,0.069553,0.647047,0.059538,0.029429,1.64,0.68,1.43,162;
204800,0.047889,0.628115,0.044671,0.021394,1.59,0.61,1.42,154;
204800,0.047170,0.640978,0.045422,0.022196,1.64,0.60,1.43,157;
204800,0.069834,0.579616,0.058159,0.030174,1.42,0.70,1.50,141;
204800,0.050282,0.569112,0.046435,0.022927,1.44,0.62,2.88,71;
204800,0.070902,0.588277,0.058543,0.029374,1.42,0.72,1.43,150;
204800,0.047046,0.670702,0.046183,0.021602,1.54,0.79,1.43,163;
204800,0.046772,0.626689,0.045406,0.021532,1.55,0.65,1.33,165;
204800,0.046846,0.555747,0.043787,0.021512,1.42,0.56,1.22,162;
204800,0.069910,0.584565,0.058853,0.029235,1.44,0.70,1.43,150;
204800,0.070167,0.612878,0.058063,0.029695,1.62,0.65,1.43,159;
204800,0.046661,0.618420,0.045941,0.021269,1.43,0.73,1.42,151;
204800,0.069214,0.600069,0.058663,0.029542,1.57,0.61,1.43,152;
204800,0.069281,0.653687,0.059705,0.029555,1.62,0.72,1.42,164;
204800,0.069785,0.578323,0.057247,0.029022,1.48,0.64,1.30,163;
204800,0.047343,0.653014,0.057727,0.028946,1.57,0.69,1.35,167;
204800,0.047360,0.561402,0.045893,0.021666,1.43,0.57,3.27,61;
204800,0.069038,0.589082,0.057959,0.029299,1.48,0.66,1.43,150;
204800,0.047364,0.621266,0.043980,0.021350,1.55,0.63,1.42,152;
204800,0.069078,0.664544,0.058610,0.029378,1.60,0.76,1.42,166;
204800,0.047561,0.628792,0.045361,0.021606,1.62,0.58,1.43,154;
204800,0.046920,0.631772,0.045501,0.022438,1.61,0.59,1.42,154;
204800,0.069503,0.583386,0.059617,0.029662,1.54,0.60,1.42,150;
204800,0.047337,0.559021,0.044713,0.021716,1.45,0.54,1.32,150;
