Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
204800,0.066014,0.627389,0.056246,0.027626,1.07,0.42,1.42,105;
204800,0.046541,0.714590,0.042128,0.020577,1.16,0.47,1.53,107;
204800,0.046572,0.668982,0.041962,0.020503,1.07,0.47,1.53,100;
204800,0.067151,0.631507,0.053772,0.027197,1.06,0.45,1.42,106;
204800,0.067492,0.633026,0.055978,0.027469,1.10,0.40,1.42,105;
204800,0.046681,0.794943,0.044093,0.020753,1.34,0.45,1.53,117;
204800,0.059367,0.680735,0.044777,0.020423,1.11,0.48,1.43,111;
204800,0.047159,0.686082,0.046075,0.020587,1.13,0.43,1.32,118;
204800,0.046767,0.679608,0.044816,0.020383,1.20,0.35,1.45,107;
204800,0.069808,0.638150,0.056459,0.027855,1.13,0.40,1.39,109;
204800,0.070005,0.625836,0.057805,0.027703,1.03,0.48,3.17,47;
204800,0.069009,0.655277,0.056785,0.028034,1.15,0.40,1.43,109;
204800,0.046398,0.684124,0.044296,0.020233,1.14,0.44,1.42,110;
204800,0.069162,0.624043,0.057194,0.027648,1.02,0.47,1.32,113;
204800,0.070025,0.626577,0.055177,0.027545,1.13,0.37,1.43,105;
204800,0.068314,0.629931,0.055667,0.027628,1.06,0.45,1.42,105;
204800,0.047018,0.679237,0.045119,0.020128,1.14,0.42,1.43,109;
204800,0.047319,0.683351,0.044103,0.020234,1.16,0.41,1.43,110;
204800,0.069766,0.688668,0.056603,0.027953,1.19,0.43,1.42,113;
204800,0.046989,0.682761,0.045562,0.020685,1.14,0.43,1.43,110;
204800,0.071416,0.834596,0.057570,0.027869,1.36,0.56,1.63,118;
204800,0.068413,0.664320,0.055755,0.028143,1.12,0.46,4.40,35;
204800,0.068945,0.636652,0.056495,0.027947,1.05,0.47,1.42,106;
204800,0.047107,0.687223,0.047472,0.020681,1.20,0.37,1.43,110;
204800,0.070374,0.708613,0.057797,0.028276,1.21,0.46,1.41,118;
