verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
819200,401408,0.033598,0.001874,0.108817,401.226860,401.34,0.02,401.44,99;
819200,401408,0.034214,0.002006,0.111248,407.422213,407.44,0.12,407.59,99;
819200,401408,0.034240,0.001996,0.108426,404.153021,404.26,0.03,404.30,99;
819200,401408,0.033933,0.002017,0.107430,406.456782,406.56,0.03,406.61,99;
819200,401408,0.033391,0.002001,0.110653,399.337938,399.45,0.03,399.58,99;
819200,401408,0.034076,0.002017,0.109877,405.066900,405.15,0.05,405.22,99;
819200,401408,0.034190,0.002006,0.107624,404.699291,404.71,0.13,404.86,99;
819200,401408,0.034033,0.002068,0.111516,405.322749,405.34,0.12,405.49,99;
819200,401408,0.034030,0.002033,0.108057,405.949745,406.04,0.05,406.11,99;
819200,401408,0.034180,0.002018,0.106297,407.357687,407.35,0.15,407.52,99;
819200,401408,0.034119,0.002056,0.108329,405.942470,406.06,0.02,406.10,99;
819200,401408,0.034127,0.002067,0.111040,405.186673,405.18,0.14,405.35,99;
819200,401408,0.034230,0.002010,0.104952,406.126720,406.25,0.01,406.28,99;
819200,401408,0.033332,0.002040,0.108698,399.192927,399.31,0.02,399.35,99;
819200,401408,0.034046,0.002049,0.109305,407.085759,407.18,0.05,407.24,99;
819200,401408,0.033356,0.001971,0.110545,398.465162,398.56,0.05,398.62,99;
819200,401408,0.033591,0.001973,0.107000,400.555785,400.67,0.02,400.71,99;
819200,401408,0.034069,0.002019,0.106613,404.314135,404.43,0.02,404.46,99;
819200,401408,0.034339,0.002026,0.108598,406.835466,406.87,0.10,406.99,99;
819200,401408,0.033317,0.001972,0.108998,398.198896,398.31,0.03,398.35,99;
819200,401408,0.033589,0.001983,0.107709,398.258840,398.38,0.02,398.41,99;
819200,401408,0.033932,0.002029,0.108671,404.329791,404.43,0.03,404.48,99;
819200,401408,0.033926,0.002012,0.107316,406.737903,406.86,0.02,406.89,99;
819200,401408,0.033972,0.002004,0.106524,404.516811,404.62,0.03,404.67,99;
819200,401408,0.034251,0.002013,0.107695,405.687176,405.80,0.03,405.84,99;
