Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
250000,0.227719,2.288357,0.139211,0.000280,6.02,1.80,3.27,239;
250000,0.160147,2.660588,0.110994,0.000245,6.79,2.27,3.89,232;
250000,0.226098,2.452215,0.141972,0.000290,6.46,1.85,3.47,239;
250000,0.227591,2.498826,0.140728,0.000282,6.58,2.20,3.68,238;
250000,0.228048,2.803938,0.139322,0.000288,7.09,2.65,6.85,142;
250000,0.237281,2.292578,0.140769,0.000284,5.90,1.93,3.37,232;
250000,0.239527,2.309834,0.143247,0.000286,6.00,1.90,3.27,241;
250000,0.229018,2.296031,0.139824,0.000282,5.82,2.02,3.42,229;
250000,0.156050,2.838863,0.112427,0.000243,7.14,2.46,3.93,244;
250000,0.157060,2.867685,0.111416,0.000240,7.22,2.47,3.90,248;
250000,0.174275,2.761742,0.110726,0.000240,7.09,2.32,5.52,170;
250000,0.156573,2.794660,0.110755,0.000240,7.33,2.14,3.87,244;
250000,0.155226,2.452763,0.110355,0.000242,6.41,2.03,3.68,229;
250000,0.155236,2.997209,0.108484,0.000239,7.49,2.59,4.08,246;
250000,0.165668,2.603722,0.109998,0.000241,6.58,2.31,3.68,241;
250000,0.159837,2.618789,0.113033,0.000240,6.70,2.26,3.68,243;
250000,0.155083,2.457978,0.110914,0.000234,6.30,1.95,3.47,237;
250000,0.227730,2.308113,0.142746,0.000279,6.05,1.79,3.27,239;
250000,0.226119,2.261251,0.139760,0.000280,5.74,2.05,3.27,238;
250000,0.231365,2.297118,0.140593,0.000285,6.04,1.81,3.27,239;
250000,0.227365,2.290226,0.139990,0.000282,5.82,2.00,3.27,239;
250000,0.163839,2.303010,0.109819,0.000235,5.99,2.03,5.11,157;
250000,0.160386,3.010665,0.108737,0.000237,7.57,2.54,4.09,247;
250000,0.157606,2.952718,0.109362,0.000243,7.32,2.63,4.08,243;
250000,0.227387,2.379008,0.112013,0.000239,6.36,1.75,3.51,230;
