Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
250000,0.233020,3.768339,0.148287,0.000276,6.01,2.10,4.70,172;
250000,0.157269,4.465511,0.117763,0.000237,6.90,2.45,5.32,175;
250000,0.156727,4.456395,0.117692,0.000239,7.07,2.28,12.59,74;
250000,0.229350,3.360640,0.148578,0.000277,5.62,1.67,4.29,170;
250000,0.157321,4.150990,0.117415,0.000243,6.73,2.00,5.21,167;
250000,0.229401,3.866790,0.151807,0.000293,6.66,1.67,6.55,127;
250000,0.231905,3.885691,0.151702,0.000284,6.44,1.91,4.80,173;
250000,0.234772,3.354785,0.150736,0.000282,5.58,1.71,4.29,169;
250000,0.157168,4.259989,0.117353,0.000241,6.98,1.96,5.11,174;
250000,0.155646,3.686007,0.120570,0.000234,5.84,1.95,11.77,66;
250000,0.232285,3.157171,0.149532,0.000283,5.34,1.55,4.09,168;
250000,0.234931,3.157496,0.148583,0.000278,5.19,1.71,4.09,168;
250000,0.158407,4.047910,0.116758,0.000237,6.53,2.00,4.91,173;
250000,0.231319,3.363924,0.151346,0.000281,5.48,1.82,6.03,121;
250000,0.235952,3.770069,0.149418,0.000278,7.44,2.74,5.73,177;
250000,0.230290,3.300104,0.150173,0.000281,5.48,1.70,4.29,167;
250000,0.157422,4.145714,0.117829,0.000234,6.57,2.14,5.01,173;
250000,0.156944,4.258052,0.118053,0.000243,6.94,2.02,7.06,126;
250000,0.233011,3.761880,0.150315,0.000281,6.12,1.99,4.70,172;
250000,0.234291,3.260162,0.150578,0.000280,5.41,1.70,4.19,169;
250000,0.157033,4.055740,0.118201,0.000243,6.50,2.05,4.91,174;
250000,0.156947,3.753290,0.117637,0.000239,6.09,1.84,7.16,110;
250000,0.156237,3.948557,0.116989,0.000234,6.39,1.93,4.81,173;
250000,0.240364,3.872946,0.152433,0.000285,6.54,1.80,4.80,173;
250000,0.231340,3.224048,0.149523,0.000282,5.32,1.78,4.19,169;
