verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
0,0.056442,0.000430,0.000600,0.000826,0.000001,0.03,0.03,0.08,78;
0,0.056984,0.000417,0.000590,0.000811,0.000001,0.03,0.03,0.09,75;
0,0.057020,0.000422,0.000590,0.000860,0.000001,0.04,0.02,0.07,95;
0,0.056898,0.000367,0.000596,0.000844,0.000001,0.03,0.03,0.09,74;
0,0.055940,0.000363,0.000590,0.000809,0.000001,0.02,0.04,0.07,97;
0,0.055682,0.000454,0.000646,0.000927,0.000001,0.02,0.04,0.07,97;
0,0.057902,0.000410,0.000590,0.000835,0.000000,0.03,0.03,0.09,77;
0,0.056138,0.000424,0.000590,0.000846,0.000001,0.03,0.03,0.07,97;
0,0.059828,0.000403,0.000600,0.000838,0.000001,0.02,0.04,0.07,95;
0,0.056360,0.000372,0.000586,0.000870,0.000001,0.03,0.03,0.09,73;
0,0.059919,0.000363,0.000588,0.000824,0.000001,0.02,0.04,0.09,74;
0,0.057580,0.000358,0.000598,0.000828,0.000001,0.02,0.04,0.07,97;
0,0.058337,0.000471,0.000588,0.000822,0.000001,0.02,0.04,0.07,95;
0,0.058110,0.000452,0.000593,0.000805,0.000001,0.02,0.04,0.07,97;
0,0.056310,0.000491,0.000589,0.000911,0.000001,0.03,0.03,0.09,73;
0,0.060181,0.000538,0.000587,0.000831,0.000000,0.02,0.04,0.07,96;
0,0.056516,0.000452,0.000587,0.000825,0.000001,0.02,0.04,0.07,95;
0,0.061225,0.000458,0.000588,0.000824,0.000001,0.03,0.03,0.09,75;
0,0.064994,0.000445,0.000920,0.000825,0.000001,0.03,0.04,0.08,96;
0,0.056307,0.000449,0.000590,0.000898,0.000001,0.03,0.03,0.07,97;
0,0.057462,0.000417,0.000589,0.000823,0.000001,0.03,0.03,0.09,75;
0,0.059514,0.000345,0.000587,0.000848,0.000001,0.03,0.04,0.07,97;
0,0.060126,0.000448,0.000587,0.000827,0.000001,0.03,0.03,0.07,97;
0,0.056278,0.000444,0.000586,0.000842,0.000001,0.03,0.03,0.07,92;
0,0.055951,0.000428,0.000609,0.000827,0.000001,0.03,0.04,0.09,76;
