Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
1000000,0,0.055282,0.000000,0.000000,0.000000,0.000283,0.001878,0.000824,0.000365,0.22,0.12,0.69,50;
1000000,0,0.055955,0.000000,0.000000,0.000000,0.000259,0.001878,0.000823,0.000373,0.24,0.11,0.71,50;
1000000,0,0.105445,0.000000,0.000000,0.000000,0.000351,0.001909,0.001584,0.000575,0.44,0.19,0.83,76;
1000000,0,0.072070,0.000000,0.000000,0.000000,0.000288,0.001880,0.000829,0.000360,0.50,0.18,3.09,22;
1000000,0,0.054329,0.000001,0.000000,0.000000,0.000256,0.001879,0.000827,0.000376,0.21,0.13,0.86,40;
1000000,0,0.054224,0.000000,0.000000,0.000000,0.000260,0.001877,0.000844,0.000360,0.22,0.11,0.71,48;
1000000,0,0.055444,0.000001,0.000000,0.000000,0.000267,0.001875,0.000829,0.000696,0.19,0.16,0.71,50;
1000000,0,0.105202,0.000000,0.000000,0.000000,0.000390,0.001909,0.001583,0.000564,0.40,0.23,0.82,76;
1000000,0,0.055231,0.000000,0.000000,0.000000,0.000289,0.001882,0.000825,0.000337,0.18,0.16,0.69,50;
1000000,0,0.103534,0.000000,0.000000,0.000000,0.000428,0.001913,0.001583,0.000565,0.74,0.21,0.91,104;
1000000,0,0.060494,0.000001,0.000000,0.000000,0.000258,0.001878,0.000833,0.000371,0.25,0.14,0.73,54;
1000000,0,0.058438,0.000000,0.000000,0.000000,0.000306,0.001877,0.000826,0.000341,0.23,0.12,0.69,51;
1000000,0,0.110377,0.000000,0.000000,0.000000,0.000376,0.001909,0.001588,0.000564,0.39,0.25,0.82,78;
1000000,0,0.064409,0.000000,0.000000,0.000000,0.000298,0.001882,0.000823,0.000369,0.25,0.12,0.70,53;
1000000,0,0.109675,0.000000,0.000000,0.000000,0.000309,0.001904,0.001584,0.000565,0.29,0.23,0.76,68;
1000000,0,0.054328,0.000000,0.000000,0.000000,0.000289,0.001874,0.000811,0.000364,0.19,0.19,0.67,58;
1000000,0,0.053009,0.000000,0.000000,0.000000,0.000286,0.001876,0.000808,0.000355,0.31,0.13,0.75,60;
1000000,0,0.105307,0.000000,0.000000,0.000000,0.000351,0.001913,0.001583,0.000570,0.43,0.21,0.78,83;
1000000,0,0.058071,0.000000,0.000000,0.000000,0.000275,0.001879,0.000822,0.000367,0.22,0.17,0.71,55;
1000000,0,0.059179,0.000001,0.000000,0.000000,0.000261,0.001885,0.000809,0.000360,0.22,0.13,0.69,52;
1000000,0,0.105991,0.000000,0.000000,0.000000,0.000348,0.001913,0.001587,0.000576,0.43,0.21,0.82,78;
1000000,0,0.055368,0.000000,0.000000,0.000000,0.000291,0.001878,0.000831,0.000367,0.24,0.13,0.71,53;
1000000,0,0.109979,0.000000,0.000000,0.000000,0.000418,0.001915,0.001588,0.000572,0.43,0.21,0.81,78;
1000000,0,0.055910,0.000000,0.000000,0.000000,0.000379,0.001880,0.000850,0.000345,0.25,0.13,0.71,54;
1000000,0,0.072334,0.000000,0.000000,0.000000,0.000293,0.001875,0.000824,0.000367,0.27,0.18,3.08,14;
