Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
1000000,0,0.105513,0.000000,0.000000,0.000000,0.000104,0.001917,0.001587,0.000535,0.21,0.11,0.42,76;
1000000,0,0.061008,0.000001,0.000000,0.000000,0.000217,0.001879,0.000838,0.000394,0.13,0.08,0.37,58;
1000000,0,0.052585,0.000000,0.000000,0.000000,0.000075,0.001875,0.000827,0.000403,0.13,0.06,0.35,56;
1000000,0,0.054168,0.000000,0.000000,0.000000,0.000072,0.001878,0.000826,0.000403,0.13,0.06,0.37,53;
1000000,0,0.053833,0.000000,0.000000,0.000000,0.000075,0.001876,0.000811,0.000354,0.13,0.06,0.36,55;
1000000,0,0.104374,0.000000,0.000000,0.000000,0.000109,0.001913,0.001586,0.000493,0.19,0.11,0.40,75;
1000000,0,0.098769,0.000000,0.000000,0.000000,0.000101,0.001914,0.001583,0.000607,0.20,0.09,0.40,72;
1000000,0,0.101411,0.000000,0.000000,0.000000,0.000101,0.001911,0.001584,0.000516,0.19,0.10,0.41,72;
1000000,0,0.104386,0.000000,0.000000,0.000000,0.000104,0.001913,0.001583,0.000495,0.22,0.09,0.43,74;
1000000,0,0.099423,0.000000,0.000000,0.000000,0.000105,0.001876,0.000826,0.000425,0.18,0.10,0.39,72;
1000000,0,0.056427,0.000000,0.000000,0.000000,0.000075,0.001876,0.000832,0.000397,0.12,0.08,0.35,57;
1000000,0,0.055952,0.000000,0.000000,0.000000,0.000074,0.001878,0.000822,0.000397,0.14,0.06,0.35,56;
1000000,0,0.058303,0.000000,0.000000,0.000000,0.000078,0.001884,0.000826,0.000375,0.13,0.07,0.35,57;
1000000,0,0.104295,0.000000,0.000000,0.000000,0.000104,0.001912,0.001587,0.000524,0.20,0.10,0.40,74;
1000000,0,0.054793,0.000000,0.000000,0.000000,0.000078,0.001879,0.000823,0.000366,0.15,0.07,0.38,57;
1000000,0,0.098374,0.000000,0.000000,0.000000,0.000103,0.001878,0.000846,0.000366,0.19,0.08,0.39,72;
1000000,0,0.101845,0.000000,0.000000,0.000000,0.000105,0.001915,0.001592,0.000519,0.20,0.10,0.42,72;
1000000,0,0.053837,0.000000,0.000000,0.000000,0.000076,0.001877,0.000807,0.000363,0.13,0.06,0.36,53;
1000000,0,0.053565,0.000000,0.000000,0.000000,0.000073,0.001879,0.000808,0.000373,0.12,0.07,0.35,55;
1000000,0,0.102887,0.000000,0.000000,0.000000,0.000110,0.001914,0.001588,0.000518,0.21,0.09,0.41,72;
1000000,0,0.108503,0.000000,0.000000,0.000000,0.000103,0.001910,0.001583,0.000447,0.19,0.10,0.41,72;
1000000,0,0.059028,0.000000,0.000000,0.000000,0.000071,0.001876,0.000824,0.000394,0.13,0.07,0.35,58;
1000000,0,0.063662,0.000000,0.000000,0.000000,0.000071,0.001881,0.000811,0.000375,0.14,0.07,0.37,58;
1000000,0,0.057261,0.000000,0.000000,0.000000,0.000098,0.001880,0.000808,0.000426,0.14,0.07,0.41,53;
1000000,0,0.074058,0.000000,0.000000,0.000000,0.000147,0.001878,0.000828,0.000362,0.16,0.08,3.31,7;
