Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
1000000,0,0.110839,0.000000,0.000000,0.000000,0.000184,0.001914,0.001588,0.000561,0.22,0.16,0.81,46;
1000000,0,0.110372,0.000000,0.000000,0.000000,0.000199,0.001915,0.001583,0.000513,0.19,0.15,0.81,43;
1000000,0,0.109401,0.000000,0.000000,0.000000,0.000184,0.001908,0.001584,0.000484,0.21,0.13,0.81,43;
1000000,0,0.110444,0.000000,0.000000,0.000000,0.000187,0.001910,0.001584,0.000519,0.20,0.15,0.81,43;
1000000,0,0.054378,0.000000,0.000000,0.000000,0.000115,0.001880,0.000828,0.000316,0.14,0.09,0.70,33;
1000000,0,0.054412,0.000000,0.000000,0.000000,0.000110,0.001879,0.000823,0.000416,0.14,0.09,0.72,33;
1000000,0,0.104116,0.000000,0.000000,0.000000,0.000162,0.001913,0.001583,0.000524,0.20,0.13,0.71,47;
1000000,0,0.056379,0.000000,0.000000,0.000000,0.000159,0.001880,0.000823,0.000378,0.13,0.10,0.70,33;
1000000,0,0.055099,0.000000,0.000000,0.000000,0.000141,0.001875,0.000822,0.000377,0.13,0.10,0.61,39;
1000000,0,0.110991,0.000000,0.000000,0.000000,0.000198,0.001916,0.001587,0.000539,0.22,0.16,0.71,53;
1000000,0,0.059413,0.000000,0.000000,0.000000,0.000152,0.001879,0.000839,0.000322,0.15,0.11,0.64,42;
1000000,0,0.103805,0.000000,0.000000,0.000000,0.000168,0.001911,0.001584,0.000531,0.20,0.15,0.77,46;
1000000,0,0.054927,0.000000,0.000000,0.000000,0.000144,0.001878,0.000822,0.000367,0.13,0.10,0.70,34;
1000000,0,0.054835,0.000000,0.000000,0.000000,0.000111,0.001882,0.000826,0.000521,0.16,0.09,0.73,35;
1000000,0,0.104890,0.000000,0.000000,0.000000,0.000182,0.001910,0.001587,0.000525,0.20,0.13,0.80,42;
1000000,0,0.104492,0.000001,0.000000,0.000000,0.000182,0.001913,0.001587,0.000510,0.20,0.13,0.81,41;
1000000,0,0.107997,0.000000,0.000000,0.000000,0.000159,0.001918,0.001584,0.000530,0.18,0.16,0.71,49;
1000000,0,0.060828,0.000000,0.000000,0.000000,0.000152,0.001878,0.000825,0.000881,0.15,0.09,0.71,35;
1000000,0,0.103540,0.000000,0.000000,0.000000,0.000188,0.001906,0.001586,0.000543,0.17,0.16,0.81,41;
1000000,0,0.112328,0.000000,0.000000,0.000000,0.000185,0.001909,0.001589,0.000513,0.19,0.15,3.22,11;
1000000,0,0.057584,0.000000,0.000000,0.000000,0.000151,0.001876,0.000825,0.000386,0.16,0.08,0.74,33;
1000000,0,0.104499,0.000000,0.000000,0.000000,0.000184,0.001912,0.001584,0.000522,0.20,0.15,0.93,38;
1000000,0,0.054645,0.000000,0.000000,0.000000,0.000146,0.001877,0.000811,0.000340,0.16,0.09,0.72,35;
1000000,0,0.065930,0.000000,0.000000,0.000000,0.000114,0.001879,0.000836,0.000371,0.13,0.12,0.71,36;
1000000,0,0.104644,0.000000,0.000000,0.000000,0.000174,0.001880,0.000825,0.000459,0.18,0.15,0.80,41;
