vertices,init,destroy,tarjan,user,system,elapsed,pCPU
12500,9.179819,0.000180,2.806344,11.13,0.89,12.03,99;
12500,9.195765,0.000192,2.858647,11.36,0.73,12.10,99;
12500,9.507912,0.000179,2.972186,11.76,0.76,12.52,99;
12500,9.226548,0.000179,2.840290,11.43,0.67,12.11,99;
12500,9.387117,0.000189,2.941969,11.57,0.79,12.37,99;
12500,9.667120,0.000193,3.070074,11.92,0.85,12.78,99;
12500,9.351146,0.000151,2.870741,11.46,0.80,12.26,100;
12500,9.256867,0.000155,2.853797,11.32,0.83,12.15,99;
12500,9.385570,0.000162,2.879673,11.51,0.79,12.31,99;
12500,9.297024,0.000162,2.861301,11.44,0.75,12.20,99;
12500,9.308090,0.000177,2.875532,11.46,0.76,12.23,99;
12500,9.230861,0.000162,2.794775,11.25,0.81,12.07,99;
12500,9.223336,0.000153,2.852558,11.36,0.76,12.12,99;
12500,9.204407,0.000151,2.867583,11.28,0.83,12.11,99;
12500,9.466798,0.000160,2.990884,11.66,0.83,12.50,100;
12500,9.185024,0.000185,2.827374,11.28,0.77,12.05,99;
12500,9.561340,0.000182,3.035135,11.78,0.85,12.64,100;
12500,9.296330,0.000159,2.881785,11.39,0.82,12.22,99;
12500,9.373518,0.000254,2.910366,11.53,0.79,12.33,99;
12500,9.399387,0.000213,2.878351,11.46,0.85,12.32,99;
12500,9.174414,0.000175,2.810420,11.18,0.84,12.03,99;
12500,9.541556,0.000153,3.037677,11.80,0.82,12.63,99;
12500,9.471172,0.000150,2.917385,11.68,0.74,12.43,99;
12500,9.194639,0.000220,2.814227,11.22,0.82,12.05,99;
12500,9.481044,0.000192,2.995716,11.80,0.71,12.52,99;
12500,9.391949,0.000163,3.004394,11.70,0.73,12.44,99;
12500,9.496524,0.000184,2.943927,11.72,0.76,12.48,99;
12500,9.341301,0.000162,2.865639,11.42,0.83,12.25,99;
12500,9.187639,0.000147,2.803173,11.27,0.75,12.03,99;
12500,9.291177,0.000175,2.867263,11.47,0.72,12.20,99;
12500,9.203860,0.000198,2.817531,11.33,0.72,12.06,99;
12500,9.397500,0.000192,2.909074,11.53,0.82,12.35,99;
12500,9.497068,0.000169,3.062897,11.71,0.88,12.60,99;
12500,9.658710,0.000185,3.051654,11.98,0.77,12.75,99;
12500,9.428843,0.000157,2.913291,11.58,0.80,12.38,99;
12500,9.363437,0.000172,2.873064,11.47,0.80,12.28,99;
12500,9.360444,0.000176,2.885504,11.53,0.75,12.29,99;
12500,9.299674,0.000154,2.895567,11.40,0.84,12.24,99;
12500,9.172733,0.000151,2.806162,11.26,0.76,12.02,99;
12500,9.193202,0.000151,2.846466,11.28,0.80,12.08,99;
12500,9.443201,0.000204,2.932214,11.58,0.84,12.42,99;
12500,9.493894,0.000195,3.035794,11.73,0.83,12.57,99;
12500,9.241217,0.000188,2.853265,11.38,0.76,12.14,99;
12500,9.653689,0.000189,3.073202,12.01,0.75,12.77,99;
12500,9.665644,0.000177,3.056502,11.94,0.82,12.77,99;
12500,9.399189,0.000159,2.897585,11.55,0.79,12.34,99;
12500,9.692901,0.000155,3.068135,11.99,0.81,12.81,99;
