Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
1000000,0.119458,2.967294,0.169230,0.000000,4.44,1.85,5.67,110;
1000000,0.118890,2.856210,0.165874,0.000000,4.28,1.79,3.93,154;
1000000,0.118722,2.855848,0.160746,0.000000,4.33,1.74,3.62,167;
1000000,0.083350,2.787101,0.126515,0.000000,4.34,1.50,6.18,94;
1000000,0.083782,3.004386,0.125427,0.000000,4.60,1.68,3.93,160;
1000000,0.118269,2.854731,0.168141,0.000000,4.21,1.85,3.83,158;
1000000,0.083529,2.803653,0.127852,0.000000,4.17,1.72,7.31,80;
1000000,0.084098,3.092282,0.138232,0.000000,4.62,1.84,4.03,160;
1000000,0.081397,3.301512,0.130222,0.000000,5.00,1.89,4.34,158;
1000000,0.083150,3.193568,0.125480,0.000000,4.86,1.82,5.67,117;
1000000,0.117535,2.775732,0.162247,0.000000,4.23,1.66,3.72,158;
1000000,0.118924,2.856389,0.167843,0.000000,4.18,1.88,3.83,158;
1000000,0.083303,3.232701,0.127659,0.000000,4.91,1.85,6.59,102;
1000000,0.084383,3.096525,0.128571,0.000000,4.79,1.69,4.03,160;
1000000,0.120643,3.252362,0.158853,0.000000,5.07,1.80,4.24,162;
1000000,0.118251,3.208698,0.160157,0.000000,4.74,2.04,5.77,117;
1000000,0.117758,2.680270,0.161687,0.000000,4.05,1.64,3.73,153;
1000000,0.117681,2.961040,0.165590,0.000000,4.45,1.82,4.03,155;
1000000,0.081857,3.294047,0.116936,0.000000,5.04,1.84,5.67,121;
1000000,0.114237,2.863109,0.162710,0.000000,4.27,1.80,3.93,154;
1000000,0.084310,3.064368,0.124030,0.000000,4.66,1.76,3.83,167;
1000000,0.118030,2.974752,0.167903,0.000000,4.48,1.83,5.88,107;
1000000,0.081725,3.190909,0.124100,0.000000,4.87,1.80,4.23,157;
1000000,0.118869,2.842721,0.161682,0.000000,4.39,1.65,3.62,166;
1000000,0.082192,2.812683,0.122312,0.000000,4.08,1.71,5.88,98;
