Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
1000000,0.084786,2.767100,0.129080,0.000000,5.50,0.27,3.15,183;
1000000,0.118630,2.772946,0.171795,0.000000,5.50,0.37,4.73,124;
1000000,0.082769,2.834260,0.132037,0.000000,5.65,0.27,4.74,124;
1000000,0.082230,4.027502,0.131178,0.000000,7.96,0.35,4.42,187;
1000000,0.085504,4.047513,0.130624,0.000000,8.03,0.32,4.44,187;
1000000,0.116549,2.820219,0.158275,0.000000,5.62,0.34,3.25,183;
1000000,0.119417,2.782301,0.164828,0.000000,5.53,0.37,6.50,90;
1000000,0.118942,2.816352,0.171896,0.000000,5.67,0.28,3.23,184;
1000000,0.086092,4.061607,0.132084,0.000000,8.04,0.34,4.46,187;
1000000,0.082813,4.055888,0.130047,0.000000,8.02,0.34,4.45,187;
1000000,0.120256,2.816072,0.166785,0.000000,5.65,0.29,3.28,181;
1000000,0.116967,2.779956,0.164887,0.000000,5.53,0.37,5.04,117;
1000000,0.118749,2.779178,0.160267,0.000000,5.61,0.27,3.20,183;
1000000,0.116944,2.795481,0.167208,0.000000,5.60,0.30,3.21,183;
1000000,0.119813,2.810420,0.163921,0.000000,5.60,0.35,3.23,183;
1000000,0.083758,4.093840,0.131804,0.000000,8.13,0.31,4.48,188;
1000000,0.084570,2.732367,0.127365,0.000000,5.45,0.26,6.04,94;
1000000,0.082811,4.056770,0.136668,0.000000,8.00,0.37,4.45,188;
1000000,0.117919,2.772043,0.163338,0.000000,5.54,0.32,3.19,183;
1000000,0.116869,2.839019,0.132818,0.000000,5.63,0.36,3.25,184;
1000000,0.084015,4.023429,0.130842,0.000000,7.89,0.42,4.42,188;
1000000,0.117268,2.820379,0.165911,0.000000,5.65,0.31,6.13,97;
1000000,0.118009,2.781809,0.158799,0.000000,5.54,0.34,3.20,183;
1000000,0.119793,2.759971,0.163479,0.000000,5.53,0.32,3.19,183;
1000000,0.083010,4.022150,0.130758,0.000000,7.90,0.40,4.42,187;
