Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
500000,236518,0.095832,1.513311,0.153633,0.000384,1.513435,15.102645,0.126491,0.000486,27.68,6.13,19.16,176;
500000,236518,0.067197,1.610602,0.123006,0.000373,1.610747,12.390101,0.095693,0.000331,23.24,5.20,16.69,170;
500000,236518,0.102779,1.714956,0.155983,0.000400,1.715097,12.429773,0.129409,0.000502,23.49,5.41,17.23,167;
500000,236518,0.097461,1.569282,0.154929,0.000353,1.569409,12.316121,0.165201,0.000481,22.99,5.44,14.96,189;
500000,236518,0.107572,1.604506,0.153487,0.000368,1.604640,12.472215,0.127705,0.000393,23.27,5.49,16.60,173;
500000,236518,0.066537,1.819530,0.120643,0.000346,1.819649,12.395871,0.092254,0.000410,23.49,5.40,17.01,169;
500000,236518,0.101253,1.529000,0.158162,0.000428,1.529143,12.412830,0.127060,0.000430,23.11,5.36,15.07,188;
500000,236518,0.118088,1.572501,0.152535,0.000400,1.572635,12.367774,0.127745,0.000468,23.14,5.36,16.60,171;
500000,236518,0.113066,1.322427,0.151791,0.000388,1.322555,12.388472,0.126572,0.000422,23.10,4.94,16.71,167;
500000,236518,0.093724,1.555787,0.151192,0.000356,1.555912,12.372674,0.128716,0.000463,23.15,5.27,15.06,188;
500000,236518,0.055676,1.570754,0.121691,0.000312,1.570873,12.415927,0.093428,0.000300,23.17,5.26,16.51,172;
500000,236518,0.107266,1.831659,0.157468,0.000400,1.831793,12.395606,0.128938,0.000503,23.55,5.53,15.38,189;
500000,236518,0.071637,1.596423,0.120420,0.000349,1.596595,12.400073,0.093683,0.000364,23.24,5.21,16.40,173;
500000,236518,0.119671,1.570293,0.152423,0.000361,1.570425,12.344623,0.126036,0.000449,23.07,5.38,14.96,190;
500000,236518,0.060183,1.937718,0.122866,0.000308,1.937830,12.371570,0.093442,0.000346,23.55,5.52,16.71,173;
500000,236518,0.054519,2.029136,0.119878,0.000310,2.029253,12.394322,0.093999,0.000460,23.62,5.66,15.45,189;
500000,236518,0.102454,1.336877,0.152035,0.000391,1.337004,12.140575,0.169327,0.000421,22.49,5.15,16.02,172;
500000,236518,0.054400,1.328817,0.152871,0.000359,1.328952,12.360352,0.093544,0.000559,22.78,5.04,14.66,189;
500000,236518,0.110077,1.605878,0.150703,0.000352,1.606013,12.352627,0.127411,0.000454,23.08,5.45,16.71,170;
500000,236518,0.099643,1.963829,0.152015,0.000368,1.963968,12.375815,0.126952,0.000521,23.69,5.59,15.37,190;
500000,236518,0.100972,1.446306,0.153828,0.000359,1.446431,12.152392,0.168091,0.000470,22.76,5.11,16.19,172;
500000,236518,0.062443,1.517309,0.122373,0.000320,1.517427,12.368348,0.093706,0.000430,22.86,5.35,14.76,191;
500000,236518,0.100350,1.345053,0.151563,0.000369,1.345195,12.400899,0.127467,0.000398,22.99,5.08,16.30,172;
500000,236518,0.111115,1.347908,0.152190,0.000361,1.348033,12.404267,0.129416,0.000395,23.04,5.06,14.99,187;
500000,236518,0.058618,1.666406,0.122467,0.000354,1.666523,12.173370,0.149524,0.000450,22.78,5.48,16.47,171;
