vertices,init,destroy,tarjan,user,system,elapsed,pCPU
409600,0.086574,0.001233,0.084226,0.13,0.03,0.17,99;
409600,0.086654,0.001184,0.084584,0.16,0.01,0.17,100;
409600,0.086809,0.001181,0.084494,0.15,0.01,0.17,100;
409600,0.086159,0.001316,0.084135,0.14,0.02,0.17,99;
409600,0.088344,0.001331,0.086207,0.14,0.03,0.17,99;
409600,0.086439,0.001224,0.084540,0.15,0.02,0.17,99;
409600,0.087278,0.001260,0.084807,0.14,0.03,0.17,99;
409600,0.087102,0.001212,0.084634,0.14,0.02,0.17,99;
409600,0.086637,0.001286,0.084553,0.15,0.02,0.17,99;
409600,0.087365,0.001326,0.085837,0.16,0.01,0.17,99;
409600,0.089548,0.001215,0.086736,0.16,0.01,0.18,100;
409600,0.087012,0.001262,0.084988,0.15,0.01,0.17,99;
409600,0.088634,0.001156,0.085742,0.17,0.00,0.17,99;
409600,0.087407,0.001204,0.084660,0.14,0.03,0.17,98;
409600,0.087169,0.001230,0.084705,0.15,0.02,0.17,99;
409600,0.085996,0.001137,0.083613,0.14,0.02,0.17,99;
409600,0.088150,0.001286,0.085601,0.15,0.02,0.17,99;
409600,0.089419,0.001281,0.086418,0.14,0.03,0.17,99;
409600,0.086883,0.001260,0.085390,0.13,0.03,0.17,98;
409600,0.087012,0.001292,0.085628,0.16,0.01,0.17,100;
409600,0.087060,0.001238,0.084337,0.14,0.03,0.17,99;
409600,0.086439,0.001075,0.084841,0.15,0.02,0.17,99;
409600,0.087017,0.001296,0.085213,0.15,0.02,0.17,98;
409600,0.084975,0.001258,0.083573,0.14,0.02,0.17,100;
409600,0.087403,0.001273,0.084465,0.15,0.02,0.17,100;
409600,0.088106,0.001164,0.085440,0.12,0.05,0.17,100;
409600,0.085675,0.001180,0.083529,0.12,0.04,0.17,99;
409600,0.087121,0.001370,0.086308,0.15,0.02,0.17,100;
409600,0.086487,0.001276,0.084930,0.15,0.02,0.17,99;
409600,0.087177,0.001165,0.084329,0.14,0.02,0.17,99;
409600,0.087490,0.001176,0.083186,0.14,0.03,0.17,99;
409600,0.086792,0.001238,0.084756,0.15,0.02,0.17,99;
409600,0.086724,0.001239,0.084929,0.17,0.00,0.17,100;
409600,0.089519,0.001179,0.086330,0.14,0.03,0.17,99;
409600,0.086481,0.001240,0.083817,0.15,0.02,0.17,99;
409600,0.087151,0.001259,0.084443,0.15,0.02,0.17,99;
409600,0.086538,0.001213,0.084564,0.15,0.01,0.17,98;
409600,0.085646,0.001197,0.083410,0.14,0.02,0.17,100;
409600,0.087225,0.001270,0.086261,0.13,0.04,0.17,99;
409600,0.087277,0.001173,0.085097,0.13,0.03,0.17,98;
409600,0.086466,0.001220,0.084358,0.15,0.02,0.17,100;
409600,0.087208,0.001189,0.084869,0.14,0.03,0.17,99;
409600,0.086390,0.001267,0.084643,0.13,0.03,0.17,99;
409600,0.086588,0.001278,0.084670,0.15,0.01,0.17,99;
409600,0.087205,0.001094,0.084708,0.15,0.01,0.17,99;
409600,0.086493,0.001219,0.084819,0.14,0.02,0.17,99;
409600,0.088287,0.001234,0.086424,0.13,0.04,0.17,99;
409600,0.087007,0.001158,0.084415,0.15,0.02,0.17,99;
409600,0.087589,0.001206,0.085974,0.16,0.01,0.17,100;
409600,0.085497,0.001226,0.083052,0.14,0.02,0.17,100;
409600,0.087704,0.001272,0.084948,0.15,0.02,0.17,100;
409600,0.087081,0.001180,0.085980,0.14,0.03,0.17,100;
409600,0.086210,0.001086,0.084112,0.12,0.04,0.17,100;
409600,0.085838,0.001266,0.084346,0.14,0.02,0.17,99;
409600,0.087791,0.001204,0.085941,0.15,0.02,0.17,100;
