Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
12500,10.431957,25.800168,0.903992,12.848540,78.00,31.86,39.31,279;
12500,10.482303,23.792467,0.908458,12.458270,74.14,29.07,36.86,279;
12500,20.830798,45.938601,1.248270,33.469856,149.43,51.86,69.84,288;
12500,10.031048,44.995121,0.868945,33.418477,123.42,42.53,57.73,287;
12500,21.823224,45.329832,1.327707,33.509111,149.98,51.98,69.83,289;
12500,21.910699,45.518720,1.391933,33.658259,150.08,52.83,70.03,289;
12500,21.254195,45.267398,1.278115,33.087960,148.48,52.24,69.84,287;
12500,10.394765,24.737713,0.907433,12.859503,76.51,29.84,37.87,280;
12500,21.905187,48.011731,1.319474,34.467222,155.87,55.31,73.10,288;
12500,20.628314,45.861536,1.260627,33.597548,149.34,50.93,69.21,289;
12500,10.420474,24.909202,0.909791,13.494441,76.61,29.85,37.98,280;
12500,9.975386,23.552419,0.869515,12.057710,73.63,28.23,36.15,281;
12500,10.467296,24.278716,0.904887,12.738795,74.68,30.04,37.05,282;
12500,10.417302,24.291794,0.906279,12.869131,76.10,29.01,37.47,280;
12500,10.602189,24.441975,0.911513,13.045942,75.89,29.82,37.88,279;
12500,10.428746,24.791859,0.917056,13.001366,76.84,29.77,38.08,279;
12500,10.346138,24.745809,0.907517,12.543818,75.80,30.24,38.08,278;
12500,10.733524,24.060468,0.909588,12.854128,75.83,29.30,37.47,280;
12500,10.451835,23.861512,0.906766,12.571894,74.81,29.13,37.27,278;
12500,10.448546,24.997092,0.904559,13.627892,77.20,29.56,37.88,281;
12500,10.416921,25.810897,0.902050,12.744544,77.82,31.80,39.12,280;
12500,10.449385,24.365186,0.916381,12.945786,75.12,30.04,37.35,281;
12500,10.284945,24.321029,0.905128,12.392938,75.36,29.34,37.78,277;
12500,20.966319,45.665405,1.287992,33.587617,148.41,52.37,69.42,289;
12500,21.958636,46.415960,1.362574,34.569354,152.31,53.14,70.85,289;
