Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
12500,10.360868,25.724365,0.907915,12.573352,53.68,18.65,38.90,185;
12500,10.020897,26.155910,0.850724,12.393170,54.94,17.65,38.70,187;
12500,9.790307,26.106791,0.856477,12.309132,54.43,17.60,38.29,188;
12500,20.395525,44.891861,1.240900,33.676705,103.44,27.37,68.01,192;
12500,20.786639,45.486216,1.256415,34.742826,104.96,27.86,68.79,193;
12500,9.893769,25.541520,0.849807,12.276993,53.99,17.14,38.29,185;
12500,19.230104,26.110249,0.911933,12.430104,68.85,22.08,47.71,190;
12500,20.519314,45.710384,1.198669,34.787765,104.18,28.53,69.11,192;
12500,9.973672,27.431876,0.872525,12.382446,55.99,19.03,39.70,188;
12500,20.546536,44.124712,1.220576,33.838766,102.82,26.73,67.08,193;
12500,9.700004,25.670954,0.848645,12.115164,53.65,17.32,36.48,194;
12500,9.823327,26.161291,0.856949,11.997873,54.14,18.03,38.16,189;
12500,10.217013,26.058995,0.910285,13.271253,54.40,18.34,38.29,189;
12500,20.658733,45.818540,1.293989,34.114663,104.82,28.34,68.91,193;
12500,10.624994,27.045545,0.913311,12.675083,56.04,19.55,40.54,186;
12500,9.730337,26.628385,0.853239,13.086760,55.32,17.62,38.70,188;
12500,10.209884,25.199780,0.910328,12.451271,53.07,17.95,38.19,185;
12500,20.427787,44.529254,1.260783,33.042023,103.49,26.66,67.27,193;
12500,10.065042,25.578280,0.869064,12.422758,53.37,18.15,38.65,185;
12500,10.361855,25.647940,0.910516,12.539910,53.30,18.89,38.44,187;
12500,9.754584,26.402830,0.851950,12.112771,54.82,17.70,39.06,185;
12500,20.773603,44.216106,1.230112,33.859854,103.04,27.25,67.52,192;
12500,10.283380,26.445041,0.909897,12.524092,54.41,19.28,39.16,188;
12500,9.734054,26.188209,0.837862,12.875957,54.28,17.80,39.83,180;
12500,21.059574,45.496085,1.211325,34.087238,105.08,28.24,68.85,193;
