Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
12500,9.777264,29.303374,0.606697,12.127072,76.64,1.71,41.26,189;
12500,20.751991,45.146398,0.913938,35.536591,130.14,1.84,68.36,193;
12500,9.786966,29.593331,0.615427,12.381407,77.29,1.66,41.56,189;
12500,21.009863,44.540269,0.892440,34.886432,129.55,1.74,68.00,193;
12500,10.183625,29.780557,0.625337,12.541859,78.28,1.84,42.14,190;
12500,20.772194,45.188767,0.915116,35.565238,130.23,1.88,68.43,193;
12500,20.399140,44.861118,0.964230,34.897769,128.76,1.96,67.44,193;
12500,9.832217,22.470018,0.631498,12.999479,63.14,1.63,34.73,186;
12500,20.437331,45.219096,0.962734,35.423945,129.57,1.94,67.85,193;
12500,20.510374,44.433580,0.930410,34.724007,128.04,2.04,67.13,193;
12500,20.844668,44.833037,0.972942,34.867836,129.53,2.01,66.06,199;
12500,9.478246,29.086108,0.599884,11.896380,75.62,1.70,40.74,189;
12500,20.782940,45.062639,0.933693,35.208314,130.06,1.83,68.32,193;
12500,19.539181,30.418824,0.625616,13.152596,98.09,2.03,52.15,191;
12500,20.478323,43.865872,1.057813,34.191026,126.82,2.05,66.80,192;
12500,20.402518,44.055629,0.939093,34.194982,127.11,1.99,66.64,193;
12500,9.673595,30.236263,0.603998,13.010537,78.40,1.61,42.38,188;
12500,20.670167,44.488983,0.990373,34.592473,128.62,1.88,67.36,193;
12500,20.187502,52.999373,0.984249,35.241715,144.62,2.06,75.72,193;
12500,10.161205,29.649426,0.625679,12.303189,77.83,1.98,41.99,190;
12500,10.130190,21.629271,0.634911,12.103818,61.99,1.69,35.21,180;
12500,20.281001,44.544321,0.954682,34.561212,128.00,1.84,67.02,193;
12500,20.934172,43.712237,0.905430,34.220323,127.69,1.78,67.11,192;
12500,20.559745,44.746434,0.910430,35.132853,128.93,1.89,67.51,193;
12500,20.479478,44.617536,0.914193,34.726539,128.55,1.83,67.54,193;
