verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
0,0.057045,0.000369,0.000636,0.000814,0.000001,0.02,0.04,0.07,97;
0,0.055566,0.000374,0.000636,0.000844,0.000001,0.04,0.02,0.09,74;
0,0.055460,0.000367,0.000640,0.000855,0.000001,0.03,0.03,0.07,94;
0,0.059214,0.000444,0.000640,0.000822,0.000001,0.02,0.04,0.07,95;
0,0.059238,0.000457,0.000636,0.000805,0.000001,0.03,0.03,0.07,97;
0,0.058735,0.000455,0.000635,0.000808,0.000000,0.02,0.05,0.07,97;
0,0.064047,0.000450,0.000633,0.000805,0.000000,0.02,0.05,0.07,96;
0,0.056726,0.000370,0.000663,0.000848,0.000001,0.04,0.02,0.07,95;
0,0.061007,0.000370,0.000641,0.000827,0.000001,0.03,0.04,0.09,73;
0,0.058188,0.000366,0.000638,0.000827,0.000001,0.03,0.03,0.07,95;
0,0.059196,0.000441,0.000636,0.000826,0.000001,0.02,0.04,0.07,97;
0,0.059329,0.000459,0.000635,0.000827,0.000002,0.02,0.04,0.07,98;
0,0.056072,0.000373,0.000664,0.000806,0.000001,0.02,0.04,0.07,95;
0,0.061102,0.001983,0.001157,0.000832,0.000001,0.02,0.05,0.09,79;
0,0.055525,0.000365,0.000634,0.000830,0.000001,0.02,0.03,0.09,72;
0,0.061841,0.000368,0.000635,0.000846,0.000001,0.02,0.04,0.07,97;
0,0.057716,0.000387,0.000635,0.000823,0.000001,0.02,0.04,0.07,95;
0,0.058144,0.000368,0.000637,0.000837,0.000001,0.03,0.03,0.07,97;
0,0.055669,0.000349,0.000633,0.000807,0.000001,0.02,0.04,0.07,97;
0,0.056401,0.000360,0.000656,0.000839,0.000001,0.04,0.02,0.09,74;
0,0.061835,0.000386,0.000636,0.000852,0.000001,0.02,0.04,0.07,97;
0,0.056785,0.000370,0.000637,0.000809,0.000001,0.02,0.04,0.07,97;
0,0.059348,0.000348,0.000637,0.000877,0.000001,0.03,0.04,0.07,97;
0,0.056402,0.000364,0.000643,0.000824,0.000001,0.03,0.03,0.07,95;
0,0.056266,0.000409,0.000647,0.000849,0.000000,0.02,0.04,0.09,75;
