Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
500000,236518,0.057546,2.381997,0.132425,0.000341,2.382113,12.287209,0.151301,0.000424,29.59,0.25,15.23,195;
500000,236518,0.115144,2.400790,0.166344,0.000401,2.400914,12.177582,0.171128,0.000553,29.52,0.32,16.73,178;
500000,236518,0.123591,2.397666,0.167290,0.000409,2.397799,12.135171,0.165891,0.001892,29.47,0.29,17.15,173;
500000,236518,0.090345,1.787247,0.155310,0.000370,1.787367,12.319398,0.171040,0.000481,28.62,0.23,14.70,196;
500000,236518,0.103444,1.808792,0.156246,0.000369,1.808926,12.333238,0.170513,0.000521,28.60,0.34,16.55,174;
500000,236518,0.093112,1.778931,0.151131,0.000376,1.779060,12.266771,0.166239,0.000562,28.46,0.25,14.65,195;
500000,236518,0.105913,1.800347,0.157026,0.000377,1.800469,12.342216,0.168526,0.000440,28.65,0.28,16.54,174;
500000,236518,0.047015,2.372866,0.131917,0.000339,2.372975,12.288092,0.148640,0.000446,29.52,0.29,15.18,196;
500000,236518,0.057149,2.360961,0.132976,0.000347,2.361066,12.286877,0.149545,0.000503,29.54,0.28,17.00,175;
500000,236518,0.046860,2.387926,0.132641,0.000332,2.388034,12.296188,0.153547,0.000354,29.64,0.22,15.24,195;
500000,236518,0.059237,2.629511,0.150561,0.000351,2.629618,12.333158,0.162601,0.000408,30.18,0.30,17.32,175;
500000,236518,0.048729,2.365098,0.132378,0.000310,2.365215,12.266244,0.151501,0.000356,29.50,0.27,15.18,196;
500000,236518,0.106690,1.803767,0.155699,0.000376,1.803896,12.321044,0.168955,0.000571,28.62,0.28,16.54,174;
500000,236518,0.093306,1.788194,0.154001,0.000368,1.788305,12.271254,0.170275,0.000470,28.50,0.23,14.66,196;
500000,236518,0.049117,1.805142,0.133007,0.000301,1.805284,12.363266,0.150373,0.000392,28.63,0.20,16.21,177;
500000,236518,0.063875,1.835053,0.162828,0.000382,1.835195,12.324564,0.170062,0.000488,28.66,0.24,16.27,177;
500000,236518,0.110643,2.405535,0.165136,0.000405,2.405669,12.197706,0.168266,0.000568,29.56,0.32,17.20,173;
500000,236518,0.047628,1.761321,0.125240,0.000308,1.761452,12.293105,0.151754,0.000538,28.31,0.28,14.57,196;
500000,236518,0.061780,2.366599,0.133737,0.000346,2.366692,12.338178,0.149142,0.000408,29.66,0.28,17.05,175;
500000,236518,0.089596,1.791076,0.156666,0.000360,1.791203,12.297810,0.172013,0.000502,28.49,0.27,14.71,195;
500000,236518,0.062340,1.779617,0.126302,0.000304,1.779750,12.299194,0.149960,0.000400,28.44,0.24,16.14,177;
500000,236518,0.108494,1.790124,0.153767,0.000371,1.790253,12.314945,0.168591,0.000537,28.53,0.34,16.21,178;
500000,236518,0.065460,2.373416,0.134291,0.000353,2.373525,12.299041,0.151118,0.000308,29.57,0.30,16.72,178;
500000,236518,0.101450,1.794201,0.156635,0.000396,1.794315,12.311713,0.172104,0.000528,28.61,0.26,16.71,172;
500000,236518,0.095409,2.393136,0.165167,0.000377,2.393254,12.216095,0.172910,0.000471,29.58,0.28,15.21,196;
