verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
250000,118498,0.010003,0.000140,0.040617,32.340840,32.38,0.01,32.39,99;
250000,118498,0.009856,0.000128,0.040570,32.310587,32.35,0.00,32.36,99;
250000,118498,0.009836,0.000131,0.040462,32.467855,32.51,0.00,32.52,100;
250000,118498,0.009796,0.000132,0.041199,32.772336,32.82,0.00,32.82,99;
250000,118498,0.010031,0.000121,0.040261,32.210942,32.25,0.00,32.26,99;
250000,118498,0.009913,0.000131,0.040850,32.334001,32.38,0.00,32.38,99;
250000,118498,0.009839,0.000129,0.040490,32.447918,32.49,0.00,32.50,100;
250000,118498,0.009889,0.000122,0.040860,32.408036,32.45,0.00,32.46,99;
250000,118498,0.009931,0.000133,0.040732,32.696196,32.73,0.01,32.74,99;
250000,118498,0.010046,0.000125,0.040588,32.248087,32.28,0.01,32.30,99;
250000,118498,0.009921,0.000136,0.041410,32.387766,32.42,0.02,32.44,100;
250000,118498,0.009769,0.000136,0.041430,32.814492,32.85,0.01,32.87,99;
250000,118498,0.010045,0.000132,0.040919,32.504832,32.55,0.00,32.55,99;
250000,118498,0.010001,0.000137,0.040066,32.266869,32.31,0.00,32.31,99;
250000,118498,0.010113,0.000132,0.040437,32.298643,32.34,0.00,32.35,99;
250000,118498,0.009678,0.000132,0.042006,32.894003,32.93,0.01,32.94,99;
250000,118498,0.009663,0.000131,0.040770,32.540328,32.57,0.01,32.60,99;
250000,118498,0.010031,0.000136,0.040194,32.395072,32.42,0.02,32.44,99;
250000,118498,0.009962,0.000132,0.041204,32.362823,32.39,0.01,32.41,99;
250000,118498,0.009921,0.000133,0.040776,32.484232,32.53,0.00,32.53,99;
250000,118498,0.009913,0.000133,0.040442,32.395803,32.43,0.01,32.44,99;
250000,118498,0.009890,0.000132,0.040733,32.268472,32.29,0.02,32.32,99;
250000,118498,0.009907,0.000133,0.041480,32.596282,32.64,0.00,32.65,99;
250000,118498,0.009796,0.000170,0.042299,33.040807,33.08,0.00,33.10,99;
250000,118498,0.009862,0.000142,0.040689,32.641805,32.67,0.01,32.71,99;
