Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
409600,200704,0.057192,1.245520,0.043716,0.040080,1.248344,6.271451,0.053838,0.002163,12.49,2.92,9.98,154;
409600,200704,0.110400,0.873863,0.058981,0.054799,0.877082,5.804456,0.082168,0.002389,11.28,2.62,7.80,178;
409600,200704,0.049172,1.105229,0.043408,0.039047,1.108102,6.380950,0.055650,0.002073,12.50,2.84,8.69,176;
409600,200704,0.065893,1.121987,0.046352,0.039602,1.124938,5.326135,0.058725,0.002077,10.63,2.66,9.06,146;
409600,200704,0.117118,0.804875,0.058742,0.054694,0.808093,5.236100,0.081948,0.002317,10.14,2.49,8.65,145;
409600,200704,0.100746,0.831044,0.058661,0.055030,0.834295,5.383124,0.082916,0.002229,10.44,2.48,7.29,177;
409600,200704,0.097351,1.190429,0.058934,0.055393,1.193825,5.285523,0.081810,0.002468,10.78,2.67,9.03,148;
409600,200704,0.068350,0.964588,0.046071,0.039618,0.967561,5.289875,0.056702,0.002089,10.53,2.40,8.75,147;
409600,200704,0.104927,1.064350,0.059662,0.055817,1.067610,5.348895,0.082004,0.002333,10.67,2.66,7.59,175;
409600,200704,0.104496,0.959205,0.058449,0.054514,0.962446,5.352824,0.081033,0.002269,10.65,2.51,7.49,175;
409600,200704,0.064566,1.221691,0.048469,0.039344,1.224565,5.334847,0.057232,0.002375,10.90,2.61,8.92,151;
409600,200704,0.051709,0.961813,0.044653,0.038795,0.964593,5.305923,0.055645,0.002145,10.44,2.47,10.15,127;
409600,200704,0.052504,1.158021,0.046819,0.041214,1.160934,5.226456,0.071879,0.002201,10.56,2.60,9.33,140;
409600,200704,0.105889,0.887447,0.059906,0.054766,0.890644,5.415396,0.082597,0.002280,10.53,2.61,23.26,56;
409600,200704,0.054134,1.192448,0.048863,0.039559,1.195307,5.346847,0.055158,0.002103,10.88,2.55,7.55,177;
409600,200704,0.097368,1.131244,0.058581,0.054537,1.134475,5.298322,0.082323,0.002262,10.81,2.57,71.95,18;
409600,200704,0.071730,1.175459,0.044712,0.038396,1.178280,5.268390,0.054138,0.002201,10.75,2.56,9.02,147;
409600,200704,0.051693,1.200341,0.046436,0.039841,1.203165,5.349555,0.054407,0.002276,10.83,2.66,7.59,177;
409600,200704,0.070333,0.991185,0.045859,0.040481,0.994040,5.367672,0.057343,0.002254,10.64,2.64,19.30,68;
409600,200704,0.099332,0.864182,0.059304,0.054134,0.867534,5.388318,0.082837,0.002221,10.58,2.46,9.11,143;
409600,200704,0.051378,0.990910,0.049450,0.039863,0.993761,5.231963,0.054878,0.002227,10.38,2.41,7.08,180;
409600,200704,0.065317,1.263418,0.046168,0.039354,1.266236,5.306135,0.056082,0.002173,11.03,2.50,10.26,131;
409600,200704,0.050385,1.499951,0.043934,0.039759,1.503163,5.548954,0.054947,0.002027,16.44,5.41,17.36,125;
409600,200704,0.046163,1.056071,0.048995,0.039376,1.058907,5.829098,0.053725,0.002403,11.44,2.68,9.47,149;
409600,200704,0.056572,1.137192,0.048684,0.044905,1.140071,5.271625,0.078135,0.002224,10.73,2.52,7.65,173;
