Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
500000,0.412355,6.551052,0.350769,0.000425,16.22,5.29,10.44,206;
500000,0.587003,6.541764,0.348893,0.000439,16.75,5.46,10.43,212;
500000,0.385948,6.934940,0.264956,0.000370,17.33,5.22,10.88,207;
500000,0.567549,6.556100,0.350043,0.000420,16.78,5.43,10.61,209;
500000,0.408122,6.013829,0.348430,0.000423,15.15,4.52,9.82,200;
500000,0.412512,6.077657,0.274716,0.000390,15.03,4.78,9.21,215;
500000,0.395629,6.385579,0.267611,0.000386,15.85,4.66,7.57,271;
500000,0.409595,5.724567,0.345695,0.000441,14.54,4.54,8.59,222;
500000,0.580576,6.544627,0.350335,0.000433,16.90,5.30,9.41,235;
500000,0.593381,6.337492,0.345174,0.000426,16.22,5.33,7.98,270;
500000,0.392977,6.656477,0.263619,0.000373,17.08,4.34,9.42,227;
500000,0.412410,6.136800,0.345361,0.000427,15.60,4.77,9.00,226;
500000,0.392921,7.009352,0.266906,0.000386,17.54,5.44,9.62,238;
500000,0.584148,6.444150,0.352195,0.000433,16.33,5.37,7.98,271;
500000,0.394845,7.111283,0.266445,0.000391,17.87,5.30,10.23,226;
500000,0.406437,6.854404,0.272112,0.000384,17.37,5.13,8.39,268;
500000,0.392087,6.812773,0.267270,0.000384,17.03,5.28,11.05,201;
500000,0.567423,6.740006,0.350463,0.000424,17.30,5.47,8.39,271;
500000,0.575614,6.794377,0.353504,0.000429,17.34,5.48,10.23,223;
500000,0.391656,7.139967,0.267720,0.000373,17.94,5.41,8.59,271;
500000,0.582470,6.136924,0.346677,0.000441,15.84,5.15,10.44,201;
500000,0.403118,6.421856,0.271979,0.000403,16.18,4.63,7.78,267;
500000,0.394671,7.258919,0.265978,0.000391,18.42,5.27,8.79,269;
500000,0.391069,6.516013,0.272300,0.000399,16.63,4.86,9.62,223;
500000,0.392265,6.410531,0.268971,0.000376,16.48,4.69,7.77,272;
