Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
500000,0.387877,11.042010,0.280029,0.000378,17.76,5.21,12.28,187;
500000,0.563394,9.595953,0.364143,0.000426,15.68,4.77,12.48,163;
500000,0.575892,9.783254,0.365917,0.000427,15.96,4.89,11.05,188;
500000,0.388121,11.052596,0.276368,0.000373,18.20,4.80,13.81,166;
500000,0.391365,11.291720,0.279952,0.000394,18.25,5.21,12.39,189;
500000,0.389147,9.473883,0.281277,0.000377,15.17,4.68,12.28,161;
500000,0.578490,9.158606,0.365336,0.000426,14.92,4.70,10.44,187;
500000,0.578247,9.805707,0.366603,0.000427,15.77,5.12,12.69,164;
500000,0.579884,10.200101,0.361319,0.000427,16.53,5.15,11.46,189;
500000,0.390378,11.255458,0.280313,0.000381,17.87,5.54,14.13,165;
500000,0.589663,8.953358,0.365341,0.000426,14.94,4.28,10.23,187;
500000,0.391109,9.567607,0.278975,0.000373,15.30,4.73,12.08,165;
500000,0.568341,9.390599,0.366726,0.000423,15.35,4.69,90.72,22;
500000,0.562956,9.305255,0.358914,0.000421,15.05,4.80,12.07,164;
500000,0.394323,11.253780,0.278899,0.000377,18.08,5.31,12.49,187;
500000,0.387356,10.971854,0.276916,0.000383,17.77,5.07,13.71,166;
500000,0.577873,9.773592,0.366221,0.000426,15.74,5.10,11.05,188;
500000,0.389892,11.659404,0.277572,0.000371,18.57,5.65,14.53,166;
500000,0.581906,9.572193,0.364285,0.000424,15.38,5.07,10.85,188;
500000,0.388828,11.176192,0.278610,0.000390,17.48,5.79,13.92,167;
500000,0.573240,9.795602,0.364247,0.000427,15.67,5.19,11.05,188;
500000,0.393756,9.368382,0.282518,0.000377,14.99,4.64,12.08,162;
500000,0.584178,9.237142,0.363383,0.000421,15.27,4.50,10.44,189;
500000,0.386962,10.959623,0.279865,0.000381,17.58,5.24,142.33,16;
500000,0.388991,9.785059,0.281140,0.000374,15.57,4.89,12.69,161;
