verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
118498,0.045478,0.000288,3.406723,0.043323,0.041474,3.49,0.05,3.57,99;
118498,0.044237,0.000289,3.417770,0.043980,0.043075,3.52,0.04,3.58,99;
118498,0.042740,0.000298,3.404162,0.046828,0.043442,3.49,0.05,3.58,99;
118498,0.044847,0.000302,3.404679,0.043505,0.042998,3.49,0.05,3.57,99;
118498,0.045899,0.000280,3.405770,0.043683,0.042621,3.50,0.04,3.57,99;
118498,0.045536,0.000302,3.402750,0.046603,0.044402,3.51,0.03,3.58,99;
118498,0.044940,0.000284,3.404630,0.041395,0.041870,3.50,0.04,3.56,99;
118498,0.049420,0.000298,3.406354,0.044470,0.042683,3.50,0.05,3.57,99;
118498,0.048799,0.000290,3.404359,0.042460,0.040667,3.49,0.05,3.56,99;
118498,0.045273,0.000289,3.402477,0.044589,0.042620,3.49,0.05,3.56,99;
118498,0.045110,0.000293,3.397764,0.046828,0.043964,3.50,0.03,3.57,99;
118498,0.047653,0.000298,3.405042,0.041997,0.040826,3.50,0.04,3.56,99;
118498,0.053534,0.000281,3.399987,0.041682,0.040961,3.47,0.07,3.56,99;
118498,0.044914,0.000273,3.673988,0.042482,0.041382,3.78,0.03,3.83,99;
118498,0.053776,0.000275,3.999868,0.043894,0.042537,4.10,0.04,4.17,99;
118498,0.050935,0.000348,3.612860,0.043621,0.042136,3.70,0.05,3.78,99;
118498,0.047162,0.000292,3.441161,0.043827,0.040816,3.53,0.04,3.60,99;
118498,0.047994,0.000334,3.351033,0.059198,0.056964,3.46,0.06,3.55,99;
118498,0.058986,0.000302,3.281748,0.076654,0.067165,3.43,0.07,3.52,99;
118498,0.056838,0.000326,3.293599,0.061059,0.056516,3.42,0.06,3.50,99;
118498,0.056242,0.000287,3.287089,0.060410,0.054402,3.40,0.06,3.49,99;
118498,0.052853,0.000285,3.285971,0.061001,0.056490,3.42,0.05,3.49,99;
118498,0.051090,0.000270,3.285517,0.060802,0.056602,3.41,0.05,3.49,99;
118498,0.057684,0.000301,3.287313,0.060989,0.055267,3.41,0.06,3.49,99;
118498,0.053393,0.000286,3.291274,0.060860,0.054779,3.42,0.05,3.50,99;
