Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
51200,0.011796,0.160646,0.007414,0.005219,0.41,0.27,0.85,80;
51200,0.012207,0.163542,0.007738,0.005254,0.49,0.21,0.75,94;
51200,0.011791,0.162206,0.008174,0.005348,0.44,0.24,0.78,88;
51200,0.017346,0.154518,0.009495,0.007423,0.43,0.25,0.81,84;
51200,0.012248,0.148792,0.007399,0.005123,0.40,0.25,0.80,80;
51200,0.017275,0.167855,0.009251,0.007587,0.48,0.22,0.86,82;
51200,0.011621,0.148695,0.007385,0.005133,0.42,0.21,0.86,73;
51200,0.011828,0.145394,0.007200,0.005192,0.42,0.21,0.82,77;
51200,0.016856,0.155488,0.009218,0.007232,0.46,0.21,0.81,83;
51200,0.017136,0.151783,0.008905,0.007201,0.48,0.18,0.81,82;
51200,0.011712,0.167036,0.007960,0.005321,0.50,0.21,0.74,96;
51200,0.011796,0.161153,0.008038,0.005226,0.47,0.22,3.34,20;
51200,0.016748,0.169482,0.009380,0.007079,0.50,0.24,0.83,89;
51200,0.017426,0.155745,0.008683,0.007341,0.46,0.22,0.80,85;
51200,0.011776,0.158625,0.007499,0.005361,0.44,0.22,0.81,82;
51200,0.011679,0.186361,0.007512,0.005262,0.56,0.19,0.84,89;
51200,0.016945,0.148485,0.008812,0.007624,0.51,0.16,0.78,86;
51200,0.017012,0.155450,0.008718,0.007658,0.49,0.18,0.82,83;
51200,0.017325,0.151893,0.009761,0.007310,0.45,0.22,0.81,83;
51200,0.016828,0.152219,0.008832,0.007179,0.48,0.19,0.81,82;
51200,0.011790,0.160561,0.007069,0.005186,0.44,0.23,0.81,83;
51200,0.011728,0.145819,0.007827,0.005695,0.41,0.22,0.83,76;
51200,0.012317,0.144847,0.007281,0.005114,0.42,0.21,0.78,81;
51200,0.017035,0.148305,0.007424,0.005274,0.45,0.21,0.82,80;
51200,0.016821,0.155372,0.009048,0.007225,0.45,0.24,0.82,83;
