vertices,init,destroy,tarjan,user,system,elapsed,pCPU
1000000,0.073948,0.000650,0.135086,0.17,0.03,0.21,99;
1000000,0.074426,0.000655,0.133985,0.16,0.04,0.21,99;
1000000,0.076528,0.000705,0.134182,0.18,0.03,0.21,100;
1000000,0.075905,0.000653,0.135890,0.17,0.03,0.21,98;
1000000,0.073918,0.000638,0.130560,0.17,0.02,0.20,99;
1000000,0.073821,0.000677,0.134466,0.17,0.03,0.21,99;
1000000,0.075981,0.000666,0.135504,0.19,0.01,0.21,99;
1000000,0.075779,0.000687,0.136195,0.18,0.03,0.21,99;
1000000,0.074364,0.000658,0.130731,0.17,0.03,0.20,99;
1000000,0.074659,0.000668,0.133394,0.17,0.03,0.21,99;
1000000,0.076788,0.000723,0.136853,0.18,0.03,0.21,100;
1000000,0.073913,0.000636,0.132102,0.16,0.04,0.20,100;
1000000,0.075149,0.000630,0.132477,0.15,0.05,0.21,99;
1000000,0.074291,0.000666,0.129885,0.18,0.02,0.20,100;
1000000,0.074269,0.000659,0.134968,0.19,0.02,0.21,99;
1000000,0.074109,0.000666,0.133513,0.16,0.04,0.21,99;
1000000,0.074610,0.000687,0.131529,0.17,0.03,0.20,99;
1000000,0.075823,0.000675,0.134978,0.18,0.02,0.21,99;
1000000,0.075709,0.000655,0.135223,0.18,0.02,0.21,99;
1000000,0.074019,0.000650,0.131302,0.17,0.02,0.20,99;
1000000,0.074097,0.000629,0.130461,0.16,0.04,0.20,99;
1000000,0.074129,0.000669,0.130778,0.15,0.04,0.20,99;
1000000,0.074093,0.000627,0.130300,0.17,0.03,0.20,99;
1000000,0.073789,0.000838,0.132699,0.18,0.02,0.20,100;
1000000,0.074279,0.000662,0.134600,0.17,0.03,0.21,99;
1000000,0.074374,0.000623,0.130611,0.17,0.03,0.20,99;
1000000,0.073888,0.000663,0.132636,0.17,0.03,0.20,99;
1000000,0.075788,0.000679,0.134154,0.16,0.04,0.21,100;
1000000,0.073994,0.000656,0.131501,0.17,0.03,0.20,100;
1000000,0.074495,0.000654,0.132320,0.18,0.02,0.20,100;
1000000,0.075358,0.000628,0.132761,0.17,0.03,0.21,99;
1000000,0.073976,0.000642,0.131638,0.19,0.01,0.20,99;
1000000,0.074283,0.000643,0.131517,0.18,0.02,0.20,99;
1000000,0.074098,0.000651,0.129960,0.17,0.03,0.20,99;
1000000,0.073993,0.000633,0.132059,0.16,0.04,0.20,100;
1000000,0.075074,0.000629,0.131869,0.16,0.04,0.20,100;
1000000,0.074667,0.000634,0.132384,0.17,0.03,0.20,100;
1000000,0.074029,0.000641,0.130860,0.18,0.01,0.20,99;
1000000,0.073421,0.000804,0.134405,0.17,0.03,0.21,99;
1000000,0.075721,0.000893,0.137861,0.18,0.02,0.21,99;
1000000,0.074644,0.000629,0.131397,0.18,0.02,0.20,100;
1000000,0.074559,0.000677,0.130197,0.17,0.03,0.20,99;
1000000,0.074166,0.000673,0.132272,0.18,0.02,0.20,99;
1000000,0.075188,0.000664,0.133417,0.17,0.03,0.21,99;
1000000,0.074953,0.000705,0.134661,0.18,0.03,0.21,100;
1000000,0.075923,0.000655,0.135471,0.18,0.03,0.21,99;
1000000,0.077105,0.000660,0.136414,0.18,0.03,0.21,100;
1000000,0.075512,0.000658,0.137148,0.17,0.03,0.21,99;
1000000,0.074303,0.000684,0.129409,0.17,0.03,0.20,99;
1000000,0.074328,0.000717,0.135392,0.18,0.03,0.21,100;
