verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
204800,100352,0.008313,0.000639,0.028731,25.754121,25.78,0.01,25.79,99;
204800,100352,0.008260,0.000620,0.028450,25.687584,25.71,0.01,25.73,99;
204800,100352,0.008246,0.000590,0.028763,25.140118,25.15,0.02,25.17,99;
204800,100352,0.008391,0.000608,0.028180,25.559455,25.58,0.01,25.59,99;
204800,100352,0.008253,0.000593,0.028023,25.434174,25.45,0.01,25.47,99;
204800,100352,0.008421,0.000596,0.028615,25.534756,25.55,0.01,25.57,99;
204800,100352,0.008404,0.000622,0.028933,25.393689,25.42,0.00,25.43,99;
204800,100352,0.008389,0.000591,0.028552,25.400370,25.41,0.01,25.44,99;
204800,100352,0.008233,0.000665,0.028340,25.382977,25.40,0.01,25.42,99;
204800,100352,0.008404,0.000594,0.028953,25.582621,25.60,0.01,25.62,99;
204800,100352,0.008256,0.000601,0.028980,25.377625,25.39,0.02,25.41,99;
204800,100352,0.008400,0.000588,0.029851,25.580710,25.59,0.02,25.62,99;
204800,100352,0.008296,0.000578,0.028794,25.453035,25.47,0.01,25.49,99;
204800,100352,0.008319,0.000643,0.028801,25.498519,25.50,0.02,25.53,99;
204800,100352,0.008247,0.000575,0.029914,25.493232,25.50,0.02,25.53,99;
204800,100352,0.008293,0.000603,0.029694,25.574872,25.59,0.02,25.61,99;
204800,100352,0.008260,0.000595,0.028889,25.313854,25.34,0.00,25.35,99;
204800,100352,0.008266,0.000618,0.029260,25.331138,25.34,0.02,25.37,99;
204800,100352,0.008256,0.000676,0.027991,25.158018,25.18,0.01,25.19,100;
204800,100352,0.008418,0.000592,0.028855,25.366597,25.39,0.00,25.40,99;
204800,100352,0.008426,0.000568,0.028548,25.536402,25.55,0.01,25.57,99;
204800,100352,0.008425,0.000580,0.028626,25.513149,25.54,0.00,25.55,99;
204800,100352,0.008432,0.000579,0.028262,25.440880,25.46,0.01,25.48,99;
204800,100352,0.008287,0.000638,0.028071,25.480482,25.50,0.01,25.52,99;
204800,100352,0.008415,0.000594,0.028712,25.391721,25.42,0.00,25.43,99;
