verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
204800,100352,0.008507,0.000603,0.028392,25.478354,25.51,0.00,25.51,99;
204800,100352,0.008261,0.000599,0.027366,25.415500,25.43,0.01,25.45,99;
204800,100352,0.008298,0.000590,0.029730,25.529155,25.55,0.01,25.57,99;
204800,100352,0.008302,0.000597,0.029593,25.412448,25.44,0.01,25.45,99;
204800,100352,0.008297,0.000662,0.028352,25.372416,25.39,0.01,25.41,99;
204800,100352,0.008257,0.000609,0.028526,25.440308,25.47,0.00,25.48,99;
204800,100352,0.008440,0.000645,0.028719,25.375280,25.39,0.01,25.41,99;
204800,100352,0.008396,0.000595,0.028164,25.301029,25.33,0.00,25.34,99;
204800,100352,0.008456,0.000573,0.028032,25.392501,25.41,0.01,25.43,99;
204800,100352,0.008505,0.000572,0.030224,25.684371,25.71,0.01,25.72,99;
204800,100352,0.008468,0.000594,0.028370,25.384313,25.41,0.00,25.42,99;
204800,100352,0.008427,0.000624,0.029466,25.684701,25.69,0.03,25.72,99;
204800,100352,0.008396,0.000583,0.029184,25.477346,25.50,0.01,25.51,99;
204800,100352,0.008294,0.000591,0.028213,25.428865,25.43,0.02,25.46,99;
204800,100352,0.008223,0.000596,0.029238,25.447671,25.48,0.00,25.48,99;
204800,100352,0.008427,0.000598,0.029413,25.340935,25.35,0.02,25.38,99;
204800,100352,0.008250,0.000572,0.029614,25.337485,25.36,0.00,25.38,99;
204800,100352,0.008450,0.000588,0.029291,25.418806,25.44,0.01,25.45,99;
204800,100352,0.008256,0.000591,0.029454,25.391969,25.41,0.01,25.43,99;
204800,100352,0.008410,0.000562,0.028320,25.554008,25.58,0.01,25.59,99;
204800,100352,0.008375,0.000630,0.028956,25.326419,25.34,0.01,25.36,99;
204800,100352,0.008413,0.000646,0.029646,25.478660,25.50,0.01,25.51,99;
204800,100352,0.008426,0.000581,0.028534,25.628152,25.65,0.00,25.66,99;
204800,100352,0.008434,0.000577,0.029175,25.534468,25.56,0.00,25.57,99;
204800,100352,0.008802,0.000594,0.029192,25.606011,25.64,0.00,25.64,99;
