Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
51200,25088,0.076305,0.109962,0.002794,0.007409,0.110321,0.136707,0.010051,0.000424,0.84,0.45,1.25,103;
51200,25088,0.032141,0.200141,0.002773,0.005030,0.200373,0.132216,0.007118,0.000330,1.21,0.57,1.27,140;
51200,25088,0.044931,0.101785,0.002769,0.005274,0.102109,0.131583,0.007581,0.000423,0.85,0.40,1.22,103;
51200,25088,0.054353,0.103278,0.002639,0.004943,0.103584,0.136680,0.007104,0.000409,0.85,0.42,2.36,54;
51200,25088,0.075548,0.109310,0.002874,0.007482,0.109716,0.133041,0.010008,0.000508,0.83,0.41,1.05,118;
51200,25088,0.041617,0.100689,0.002605,0.004973,0.100995,0.130085,0.007126,0.000323,0.79,0.41,1.03,116;
51200,25088,0.031243,0.097737,0.002655,0.005026,0.097990,0.131877,0.007140,0.000340,0.81,0.37,1.03,114;
51200,25088,0.036390,0.099492,0.002563,0.004915,0.099957,0.133154,0.007125,0.000318,0.89,0.32,1.04,116;
51200,25088,0.080911,0.118935,0.002745,0.007460,0.119292,0.132969,0.009923,0.000469,0.85,0.51,1.16,117;
51200,25088,0.043113,0.104625,0.002510,0.005026,0.105029,0.133119,0.007406,0.000401,0.83,0.34,1.02,114;
51200,25088,0.040953,0.120236,0.002882,0.007137,0.120590,0.136551,0.007151,0.000470,0.90,0.40,1.30,100;
51200,25088,0.037562,0.705227,0.002668,0.005025,0.705543,0.133032,0.007123,0.000369,2.06,1.19,3.55,91;
51200,25088,0.042317,0.104755,0.002711,0.005094,0.105118,0.132860,0.007512,0.000411,0.85,0.41,1.03,123;
51200,25088,0.037876,0.094892,0.002574,0.004945,0.095111,0.132891,0.007351,0.000403,0.73,0.41,1.03,112;
51200,25088,0.045537,0.124556,0.003461,0.008167,0.125071,0.133202,0.011673,0.000392,0.90,0.41,1.17,112;
51200,25088,0.030489,0.508789,0.002660,0.005042,0.509085,0.133107,0.007126,0.000437,1.84,0.82,1.73,153;
51200,25088,0.043740,0.097099,0.002535,0.004993,0.097428,0.134698,0.007063,0.000412,0.83,0.40,1.24,99;
51200,25088,0.076209,0.709628,0.002756,0.007310,0.709972,0.127003,0.010090,0.000490,2.26,1.18,1.85,185;
51200,25088,0.046697,0.098763,0.002624,0.005154,0.099011,0.133022,0.007392,0.000435,0.82,0.43,2.98,42;
51200,25088,0.079902,0.717557,0.002984,0.007346,0.718181,0.131157,0.010003,0.000479,2.42,1.14,2.16,164;
51200,25088,0.032897,0.703846,0.002649,0.005297,0.704205,0.133098,0.007528,0.000374,2.09,1.14,1.85,175;
51200,25088,0.042359,0.106622,0.002692,0.005121,0.107412,0.138391,0.007154,0.000352,0.84,0.33,1.06,111;
51200,25088,0.031111,0.099502,0.002777,0.005121,0.099775,0.123696,0.007349,0.000333,0.78,0.40,1.03,114;
51200,25088,0.044519,0.100621,0.002531,0.005158,0.100864,0.132941,0.007191,0.000516,0.88,0.35,1.10,112;
51200,25088,0.079932,0.117556,0.002706,0.007398,0.118144,0.132993,0.010168,0.000552,0.95,0.40,1.31,103;
