verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
12500,2.255330,0.011587,0.001504,9.578077,2.934894,13.82,1.01,14.86,99;
12500,2.253744,0.011694,0.001504,9.530616,3.049599,13.87,1.03,14.92,99;
12500,2.258237,0.011441,0.001502,9.583172,3.011972,13.94,0.98,14.94,99;
12500,2.295476,0.011549,0.001503,9.683981,3.005000,13.98,1.07,15.07,99;
12500,2.249824,0.011470,0.001503,9.431818,2.946276,13.65,1.04,14.72,99;
12500,2.250522,0.011459,0.001501,9.455231,2.951297,13.70,1.02,14.75,99;
12500,2.294013,0.011368,0.001501,9.176158,2.825502,13.52,0.84,14.38,99;
12500,2.248137,0.011627,0.001501,9.453874,2.889205,13.73,0.93,14.68,99;
12500,2.252199,0.011374,0.001502,9.534014,2.958041,13.91,0.89,14.83,99;
12500,2.260277,0.011629,0.001504,9.560722,3.058003,14.02,0.93,14.97,99;
12500,2.290996,0.011321,0.001500,9.406874,2.872241,13.64,0.99,14.65,99;
12500,2.303975,0.011859,0.001501,9.774159,3.071353,14.15,1.07,15.24,99;
12500,2.301826,0.011833,0.001500,9.546451,2.983165,13.85,1.04,14.92,99;
12500,2.296771,0.011377,0.001501,9.258450,2.924484,13.56,0.98,14.56,99;
12500,2.249364,0.011996,0.001501,9.566674,3.067202,14.06,0.89,14.97,99;
12500,2.288829,0.011347,0.001502,9.208062,2.954520,13.60,0.91,14.54,99;
12500,2.299289,0.012093,0.001500,9.623742,3.076710,14.09,0.97,15.09,99;
12500,2.305843,0.012038,0.001501,9.775322,3.074231,14.18,1.04,15.25,99;
12500,2.253993,0.011559,0.001502,9.344812,3.003855,13.63,1.04,14.69,99;
12500,2.317394,0.011770,0.001501,9.607526,3.041576,13.99,1.04,15.05,99;
12500,2.297170,0.011866,0.001505,9.564817,3.050606,13.98,0.99,15.00,99;
12500,2.297584,0.011418,0.001503,9.481687,2.979959,13.88,0.94,14.85,99;
12500,2.251029,0.011667,0.001501,9.485257,3.022926,13.79,1.03,14.85,99;
12500,2.308128,0.011679,0.001501,9.801398,3.056598,14.15,1.08,15.25,99;
12500,2.292734,0.011946,0.001505,9.766792,3.047342,14.19,0.97,15.19,99;
12500,2.292848,0.011430,0.001506,9.337830,2.861806,13.55,1.00,14.58,99;
12500,2.290265,0.011535,0.001506,9.401528,2.931010,13.67,1.02,14.71,99;
12500,2.297195,0.011961,0.001505,9.445201,3.036393,13.86,0.98,14.87,99;
12500,2.292688,0.012043,0.001502,9.821491,3.084225,14.36,0.90,15.28,99;
12500,2.299697,0.011874,0.001502,9.628742,3.069964,14.06,1.00,15.09,99;
12500,2.290534,0.011541,0.001497,9.502721,2.897627,13.78,0.97,14.78,99;
12500,2.302275,0.011831,0.001500,9.821141,3.066535,14.19,1.06,15.27,99;
12500,2.293579,0.012053,0.001505,9.818356,3.063310,14.20,1.04,15.26,99;
12500,2.297829,0.011621,0.001500,9.386701,2.945747,13.73,0.97,14.72,99;
12500,2.300241,0.011390,0.001502,9.213447,2.919027,13.45,1.05,14.52,99;
12500,2.619806,0.011936,0.001500,9.595997,3.032597,14.38,0.93,15.33,99;
12500,2.294226,0.012035,0.001501,9.645207,3.083996,14.11,0.98,15.11,99;
12500,2.257323,0.011369,0.001501,9.583499,2.908134,13.79,1.02,14.83,99;
12500,2.292141,0.011338,0.001501,9.236849,2.868255,13.44,1.02,14.48,99;
12500,2.300155,0.011358,0.001502,9.355042,2.869860,13.66,0.93,14.61,99;
12500,2.292753,0.012050,0.001504,9.755868,3.073760,14.17,1.02,15.21,99;
12500,2.304599,0.011400,0.001503,9.464290,2.907892,13.66,1.08,14.76,99;
12500,2.294055,0.012134,0.001505,9.795999,3.084509,14.29,0.95,15.26,99;
12500,2.298506,0.011492,0.001500,9.376216,2.940588,13.72,0.95,14.70,99;
12500,2.295985,0.011444,0.001500,9.381725,2.927776,13.67,1.00,14.69,99;
12500,2.301566,0.011464,0.001497,9.498120,2.909193,13.79,0.98,14.79,99;
12500,2.249759,0.011819,0.001500,9.539693,3.060206,13.96,0.96,14.94,99;
12500,2.256599,0.011690,0.001501,9.332151,3.035202,13.74,0.95,14.71,99;
12500,2.301467,0.011990,0.001500,9.740749,3.041630,14.23,0.91,15.17,99;
12500,2.298498,0.011365,0.001502,9.505371,2.849218,13.78,0.94,14.74,99;
