verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
12500,2.367905,0.018311,0.001511,9.465634,2.868060,13.70,1.09,14.81,99;
12500,2.324293,0.017774,0.001503,9.411903,2.868484,13.61,1.08,14.71,99;
12500,2.371531,0.018396,0.001505,10.320811,3.150264,14.85,1.08,15.95,99;
12500,2.365561,0.018222,0.001503,10.185786,3.141605,14.76,1.02,15.80,99;
12500,2.348859,0.018427,0.001513,9.309235,2.825943,13.43,1.14,14.59,99;
12500,2.342698,0.017921,0.001575,10.057089,3.140147,14.60,1.02,15.65,99;
12500,2.331536,0.017538,0.001504,9.428623,2.846110,13.68,1.02,14.71,99;
12500,2.366536,0.018447,0.001585,10.178693,3.145332,14.68,1.10,15.80,99;
12500,2.338902,0.018023,0.001510,9.726259,3.069485,14.19,1.03,15.24,99;
12500,2.340986,0.017330,0.001503,9.435389,2.848695,13.54,1.17,14.73,99;
12500,2.353195,0.018296,0.001535,9.438978,2.857262,13.70,1.03,14.76,99;
12500,2.377652,0.018553,0.001507,10.324678,3.149167,14.94,1.00,15.96,99;
12500,2.332013,0.018524,0.001509,9.408315,2.873720,13.62,1.08,14.72,99;
12500,2.321566,0.017723,0.001512,9.443821,2.867651,13.70,1.02,14.74,99;
12500,2.377865,0.018649,0.001514,10.212625,3.146477,14.67,1.16,15.87,99;
12500,2.335344,0.017731,0.001504,9.375543,2.868450,13.57,1.09,14.68,99;
12500,2.341620,0.018069,0.001512,9.470690,2.872147,13.72,1.04,14.79,99;
12500,2.372954,0.018505,0.001513,10.311581,3.146803,14.87,1.05,15.95,99;
12500,2.316570,0.018241,0.001513,9.648514,3.095255,14.11,1.04,15.17,99;
12500,2.334335,0.018369,0.001504,9.359490,2.845907,13.47,1.15,14.65,99;
12500,2.363296,0.018449,0.001503,10.216103,3.142163,14.76,1.05,15.83,99;
12500,2.340106,0.018593,0.001504,9.444876,2.860489,13.78,0.96,14.75,99;
12500,2.327645,0.018129,0.001506,9.447674,2.865061,13.60,1.13,14.75,99;
12500,2.375764,0.018444,0.001501,10.182111,3.169853,14.73,1.08,15.84,99;
12500,2.367670,0.018019,0.001504,10.358586,3.152778,14.94,1.02,15.99,99;
