Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
409600,0.136547,1.514101,0.128447,0.054907,2.48,0.94,2.34,145;
409600,0.095265,1.581515,0.102868,0.041343,2.52,0.95,2.35,148;
409600,0.094976,1.582749,0.102381,0.041395,2.51,0.96,5.21,66;
409600,0.095204,1.452705,0.099405,0.041797,2.42,0.79,2.25,142;
409600,0.094670,1.582032,0.100115,0.040945,2.57,0.91,2.32,150;
409600,0.094215,1.590949,0.102014,0.041096,2.58,0.89,2.38,146;
409600,0.093411,1.583948,0.101350,0.040261,2.50,0.98,2.35,148;
409600,0.139850,1.581160,0.129085,0.054376,2.52,1.04,2.45,145;
409600,0.137232,1.517800,0.130461,0.054543,2.48,0.95,2.35,146;
409600,0.098013,1.679502,0.101369,0.041208,2.67,1.00,2.62,140;
409600,0.139675,1.547841,0.131475,0.054594,2.41,1.09,4.02,87;
409600,0.139071,1.513619,0.127779,0.054389,2.50,0.93,2.35,146;
409600,0.136413,1.397450,0.128990,0.054777,2.34,0.83,2.24,141;
409600,0.136979,1.516455,0.129136,0.054381,2.46,0.97,2.35,146;
409600,0.136737,1.518224,0.127454,0.054856,2.49,0.94,2.35,146;
409600,0.136185,1.649832,0.131604,0.054819,2.73,0.98,2.45,151;
409600,0.094215,1.590949,0.102014,0.041096,2.58,0.89,2.38,146;
409600,0.093592,1.749742,0.100304,0.043036,2.86,0.95,4.10,93;
409600,0.093398,1.573759,0.101599,0.041063,2.56,0.89,2.34,147;
409600,0.134878,1.419275,0.126955,0.054665,2.32,0.89,2.24,143;
409600,0.137044,1.517504,0.129130,0.053498,2.48,0.97,2.35,147;
409600,0.137571,1.516396,0.125551,0.054168,2.47,0.97,2.35,146;
409600,0.093661,1.582773,0.100069,0.041745,2.62,0.84,2.35,147;
409600,0.139466,1.642252,0.130066,0.054399,2.80,0.88,2.48,148;
409600,0.094159,1.577185,0.102206,0.041581,2.53,0.93,2.42,143;
