Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
409600,0.093479,1.832182,0.107182,0.039243,3.72,0.21,2.23,176;
409600,0.094555,1.821413,0.109266,0.038515,3.72,0.19,2.22,176;
409600,0.093581,1.825990,0.109573,0.039208,3.68,0.24,2.22,176;
409600,0.093497,1.826796,0.110801,0.039379,3.70,0.22,2.22,176;
409600,0.093649,1.820483,0.107096,0.039138,3.69,0.22,2.22,176;
409600,0.094726,1.822145,0.111262,0.039031,3.65,0.26,2.26,172;
409600,0.139662,1.290434,0.126943,0.051472,2.72,0.24,3.58,82;
409600,0.094680,1.821041,0.110085,0.038764,3.68,0.23,2.22,176;
409600,0.136188,1.284332,0.128327,0.051451,2.71,0.21,1.74,168;
409600,0.135200,1.305795,0.130134,0.051079,2.74,0.22,1.74,170;
409600,0.138074,1.292179,0.127226,0.051224,2.77,0.17,1.73,169;
409600,0.094320,1.813448,0.110239,0.038274,3.65,0.25,2.22,175;
409600,0.095244,1.821493,0.109052,0.038826,3.71,0.21,2.23,176;
409600,0.136497,1.300716,0.131131,0.051142,2.76,0.19,1.74,170;
409600,0.140598,1.313331,0.136804,0.051793,2.76,0.22,1.80,166;
409600,0.094336,1.254455,0.101528,0.039422,2.56,0.21,3.16,87;
409600,0.139089,1.860348,0.140445,0.051123,3.84,0.25,2.32,176;
409600,0.135581,1.301396,0.128885,0.052704,2.76,0.19,1.74,169;
409600,0.137025,1.289616,0.130340,0.051718,2.75,0.19,1.73,169;
409600,0.139615,1.285892,0.128065,0.051858,2.68,0.26,1.74,168;
409600,0.094494,1.820349,0.110493,0.038955,3.70,0.21,2.22,176;
409600,0.137405,1.281296,0.127089,0.051164,2.68,0.24,1.73,168;
409600,0.137067,1.286933,0.128204,0.051596,2.72,0.22,1.72,170;
409600,0.137194,1.299896,0.133928,0.051220,2.76,0.20,4.90,60;
409600,0.136737,1.280635,0.127969,0.050650,2.74,0.17,1.72,169;
