vertices,init,destroy,tarjan,user,system,elapsed,pCPU
819200,0.173103,0.002406,0.167542,0.28,0.05,0.34,99;
819200,0.174001,0.002696,0.166779,0.29,0.04,0.34,99;
819200,0.172306,0.002628,0.165997,0.26,0.07,0.34,99;
819200,0.172441,0.002371,0.167100,0.29,0.05,0.34,99;
819200,0.174908,0.002416,0.167355,0.27,0.07,0.34,100;
819200,0.172361,0.002507,0.167808,0.29,0.05,0.34,99;
819200,0.172375,0.002396,0.166300,0.29,0.04,0.34,99;
819200,0.172912,0.002435,0.168846,0.27,0.06,0.34,99;
819200,0.172046,0.002437,0.166171,0.28,0.05,0.34,100;
819200,0.171465,0.002562,0.166378,0.28,0.06,0.34,100;
819200,0.173235,0.002454,0.166192,0.31,0.03,0.34,100;
819200,0.172615,0.002484,0.167431,0.29,0.04,0.34,100;
819200,0.174562,0.002382,0.171145,0.30,0.05,0.35,100;
819200,0.170486,0.002329,0.164284,0.28,0.05,0.34,99;
819200,0.172140,0.002391,0.167095,0.26,0.07,0.34,100;
819200,0.172156,0.002520,0.167221,0.28,0.06,0.34,99;
819200,0.172775,0.002522,0.167300,0.30,0.04,0.34,100;
819200,0.173181,0.002433,0.167219,0.29,0.05,0.34,99;
819200,0.171958,0.002427,0.167651,0.28,0.06,0.34,99;
819200,0.172983,0.002562,0.167651,0.28,0.06,0.34,99;
819200,0.174269,0.002500,0.167578,0.29,0.05,0.34,100;
819200,0.169128,0.002454,0.163666,0.28,0.05,0.33,99;
819200,0.171780,0.002478,0.165937,0.30,0.04,0.34,100;
819200,0.173363,0.002593,0.166927,0.26,0.08,0.34,99;
819200,0.173512,0.002471,0.166550,0.26,0.07,0.34,99;
819200,0.175242,0.002272,0.167927,0.30,0.04,0.34,100;
819200,0.172152,0.002456,0.167118,0.31,0.03,0.34,100;
819200,0.198774,0.002584,0.178687,0.34,0.04,0.38,100;
819200,0.173201,0.002492,0.167114,0.29,0.05,0.34,99;
819200,0.174337,0.002392,0.167464,0.27,0.07,0.34,100;
819200,0.171104,0.002568,0.166337,0.29,0.04,0.34,100;
819200,0.174907,0.002548,0.168022,0.28,0.06,0.34,100;
819200,0.172735,0.002439,0.166534,0.28,0.06,0.34,99;
819200,0.172133,0.002328,0.167121,0.28,0.06,0.34,99;
819200,0.173097,0.002485,0.165290,0.29,0.05,0.34,100;
819200,0.172487,0.002479,0.166867,0.29,0.04,0.34,99;
819200,0.172045,0.002443,0.166517,0.30,0.04,0.34,99;
819200,0.175468,0.002598,0.168789,0.31,0.03,0.35,99;
819200,0.172527,0.002380,0.166196,0.28,0.06,0.34,99;
819200,0.171587,0.002523,0.166126,0.25,0.08,0.34,100;
819200,0.172920,0.002437,0.166741,0.29,0.05,0.34,99;
819200,0.174635,0.002566,0.167170,0.29,0.05,0.34,100;
819200,0.171341,0.002339,0.166204,0.27,0.06,0.34,99;
819200,0.172265,0.002465,0.166665,0.29,0.05,0.34,100;
819200,0.174020,0.002474,0.167165,0.30,0.03,0.34,99;
819200,0.171459,0.002378,0.166350,0.28,0.05,0.34,100;
819200,0.172404,0.002557,0.166555,0.30,0.04,0.34,100;
819200,0.174545,0.002312,0.168602,0.29,0.05,0.34,100;
819200,0.172741,0.002360,0.166688,0.29,0.04,0.34,99;
819200,0.171867,0.002433,0.164598,0.29,0.05,0.34,100;
819200,0.173783,0.002572,0.166478,0.29,0.05,0.34,99;
819200,0.172956,0.002442,0.165489,0.29,0.04,0.34,99;
819200,0.172920,0.002567,0.168014,0.29,0.04,0.34,99;
819200,0.174075,0.002441,0.167092,0.29,0.05,0.34,99;
819200,0.170706,0.002479,0.166376,0.30,0.03,0.34,99;
819200,0.172344,0.002535,0.166707,0.27,0.07,0.34,100;
819200,0.173264,0.002409,0.163661,0.29,0.05,0.34,99;
819200,0.173897,0.002498,0.166588,0.28,0.06,0.34,99;
819200,0.173075,0.002458,0.166590,0.31,0.03,0.34,99;
819200,0.172405,0.002453,0.167470,0.29,0.04,0.34,99;
819200,0.171805,0.002326,0.166109,0.30,0.04,0.34,100;
819200,0.172671,0.002424,0.167156,0.29,0.05,0.34,100;
819200,0.171809,0.002476,0.166857,0.28,0.05,0.34,99;
819200,0.172214,0.002528,0.167451,0.28,0.06,0.34,99;
819200,0.173910,0.002429,0.166893,0.31,0.03,0.34,99;
819200,0.172644,0.002436,0.166154,0.29,0.04,0.34,100;
819200,0.172080,0.002455,0.166467,0.28,0.06,0.34,99;
819200,0.170857,0.002391,0.166771,0.30,0.04,0.34,100;
819200,0.172803,0.002508,0.166149,0.28,0.06,0.34,100;
819200,0.174686,0.002613,0.168070,0.30,0.04,0.34,100;
819200,0.172625,0.002457,0.166119,0.29,0.04,0.34,99;
819200,0.173071,0.002347,0.165379,0.28,0.06,0.34,100;
819200,0.173038,0.002489,0.164393,0.26,0.08,0.34,100;
819200,0.170761,0.002455,0.168309,0.28,0.06,0.34,100;
819200,0.173238,0.002351,0.166387,0.29,0.04,0.34,99;
819200,0.173143,0.002546,0.165836,0.28,0.05,0.34,99;
819200,0.172666,0.002451,0.167104,0.29,0.05,0.34,99;
819200,0.171273,0.002442,0.166307,0.29,0.05,0.34,100;
819200,0.171972,0.002595,0.167032,0.27,0.06,0.34,100;
819200,0.179701,0.002673,0.168318,0.30,0.05,0.35,99;
819200,0.176811,0.002448,0.168538,0.27,0.07,0.35,99;
819200,0.172449,0.002567,0.166916,0.29,0.04,0.34,99;
819200,0.175304,0.002514,0.168165,0.29,0.05,0.35,99;
819200,0.172240,0.002370,0.166456,0.28,0.06,0.34,99;
819200,0.173566,0.002466,0.166647,0.29,0.05,0.34,99;
819200,0.172378,0.002520,0.166927,0.28,0.05,0.34,100;
819200,0.171524,0.002538,0.166109,0.27,0.06,0.34,100;
819200,0.171878,0.002432,0.166400,0.25,0.09,0.34,100;
819200,0.172860,0.002464,0.167509,0.31,0.03,0.34,98;
819200,0.173995,0.002466,0.167655,0.29,0.05,0.34,100;
819200,0.173961,0.002589,0.169543,0.30,0.04,0.35,99;
819200,0.171539,0.002364,0.166023,0.27,0.06,0.34,99;
819200,0.172550,0.002488,0.169783,0.30,0.04,0.34,99;
819200,0.171386,0.002528,0.166533,0.28,0.06,0.34,100;
819200,0.172987,0.002478,0.166854,0.28,0.06,0.34,99;
819200,0.172154,0.002607,0.167256,0.29,0.05,0.34,99;
819200,0.171988,0.002475,0.166810,0.27,0.07,0.34,100;
819200,0.173457,0.002410,0.166621,0.30,0.03,0.34,99;
819200,0.172707,0.002546,0.167096,0.28,0.06,0.34,99;
819200,0.172012,0.002459,0.165318,0.29,0.04,0.34,99;
