Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
500000,0.569235,7.128616,0.357699,0.000457,18.21,5.71,8.80,271;
500000,0.386500,6.405561,0.268682,0.000379,16.39,4.79,9.41,225;
500000,0.571374,6.133708,0.348282,0.000427,15.87,5.08,7.77,269;
500000,0.392843,6.672712,0.264319,0.000387,17.12,4.43,8.00,269;
500000,0.387703,6.612531,0.263892,0.000374,16.97,4.81,9.60,226;
500000,0.571288,6.017938,0.350336,0.000419,15.30,4.71,7.37,271;
500000,0.572509,6.536035,0.354161,0.000432,16.84,5.33,8.18,270;
500000,0.400925,6.394211,0.273699,0.000387,15.90,4.86,9.46,219;
500000,0.386735,6.812490,0.267129,0.000384,17.13,5.26,8.14,275;
500000,0.387844,7.136824,0.266757,0.000400,17.90,5.44,8.59,271;
500000,0.390312,7.157180,0.266051,0.000387,17.92,5.51,10.23,228;
500000,0.394037,6.515018,0.267868,0.000407,16.62,4.87,7.98,269;
500000,0.565582,7.079442,0.359195,0.000438,18.59,5.18,8.81,269;
500000,0.584285,6.181472,0.355338,0.000432,16.08,5.06,9.40,224;
500000,0.385220,6.515381,0.264760,0.000378,16.07,4.80,7.77,268;
500000,0.571792,6.545881,0.347509,0.000432,16.70,5.50,8.18,271;
500000,0.579956,6.036658,0.346308,0.000427,15.74,4.73,9.21,222;
500000,0.405784,6.446101,0.270342,0.000379,16.54,4.75,7.98,266;
500000,0.391867,6.796241,0.266262,0.000382,17.18,5.14,8.18,272;
500000,0.390939,6.563340,0.270529,0.000387,16.95,4.70,9.62,225;
500000,0.386761,7.019251,0.267788,0.000377,17.63,5.38,8.39,274;
500000,0.393445,7.059370,0.265632,0.000385,17.96,5.14,8.59,268;
500000,0.387943,6.215135,0.265457,0.000376,15.89,4.70,9.41,218;
500000,0.390349,6.603763,0.267596,0.000371,16.76,4.99,7.98,272;
500000,0.391376,6.696859,0.266788,0.000390,17.35,4.69,8.24,267;
