verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
500000,236518,0.019945,0.000156,0.091075,128.209566,128.30,0.01,128.32,99;
500000,236518,0.020043,0.000194,0.092662,129.321103,129.38,0.05,129.44,99;
500000,236518,0.020075,0.000203,0.093040,128.528674,128.63,0.01,128.64,99;
500000,236518,0.020150,0.000217,0.090967,129.205541,129.30,0.01,129.32,99;
500000,236518,0.020223,0.000224,0.093047,129.204358,129.26,0.05,129.33,99;
500000,236518,0.020166,0.000193,0.092856,128.430369,128.50,0.03,128.54,99;
500000,236518,0.020209,0.000194,0.092349,128.294740,128.37,0.03,128.41,99;
500000,236518,0.019768,0.000189,0.092026,127.808623,127.89,0.02,127.94,99;
500000,236518,0.020303,0.000194,0.092419,128.307893,128.39,0.03,128.42,99;
500000,236518,0.020198,0.000179,0.092457,129.027628,129.04,0.09,129.14,99;
500000,236518,0.020081,0.000170,0.091581,129.174281,129.24,0.03,129.29,99;
500000,236518,0.020121,0.000177,0.092039,128.738829,128.81,0.03,128.85,99;
500000,236518,0.019777,0.000178,0.091139,126.880216,126.97,0.01,126.99,99;
500000,236518,0.019732,0.000175,0.090950,127.329166,127.43,0.01,127.44,99;
500000,236518,0.019764,0.000171,0.090427,126.503609,126.59,0.02,126.62,99;
500000,236518,0.020208,0.000185,0.091555,128.728890,128.82,0.01,128.84,99;
500000,236518,0.020156,0.000190,0.092483,129.095429,129.18,0.02,129.21,99;
500000,236518,0.020132,0.000180,0.091965,128.499045,128.58,0.03,128.61,99;
500000,236518,0.020323,0.000213,0.092185,128.161956,128.24,0.02,128.28,99;
500000,236518,0.020179,0.000191,0.092395,128.502058,128.59,0.02,128.62,99;
500000,236518,0.020191,0.000193,0.092987,128.303916,128.40,0.01,128.42,99;
500000,236518,0.020159,0.000217,0.097631,128.285804,128.39,0.01,128.41,99;
500000,236518,0.019848,0.000189,0.091988,127.169798,127.24,0.03,127.31,99;
500000,236518,0.019818,0.000204,0.092497,125.965221,126.04,0.03,126.12,99;
500000,236518,0.020227,0.000177,0.092975,128.335600,128.42,0.03,128.45,99;
