vertices,init,destroy,tarjan,user,system,elapsed,pCPU
150000,0.120834,0.000165,0.034896,0.14,0.01,0.15,100;
150000,0.120395,0.000167,0.034531,0.14,0.00,0.15,100;
150000,0.119612,0.000169,0.034472,0.13,0.01,0.15,99;
150000,0.119791,0.000166,0.034297,0.14,0.00,0.15,100;
150000,0.121195,0.000168,0.034535,0.13,0.01,0.15,99;
150000,0.119163,0.000184,0.035314,0.15,0.00,0.15,99;
150000,0.121508,0.000163,0.034590,0.13,0.02,0.15,99;
150000,0.119756,0.000180,0.034146,0.14,0.00,0.15,100;
150000,0.120211,0.000175,0.034929,0.14,0.00,0.15,100;
150000,0.119744,0.000178,0.034405,0.15,0.00,0.15,99;
150000,0.119814,0.000176,0.034578,0.13,0.01,0.15,99;
150000,0.119490,0.000164,0.034322,0.14,0.00,0.15,99;
150000,0.120375,0.000163,0.034339,0.14,0.00,0.15,100;
150000,0.120945,0.000171,0.034164,0.14,0.00,0.15,100;
150000,0.119020,0.000169,0.034414,0.14,0.00,0.15,99;
150000,0.120962,0.000160,0.034947,0.14,0.01,0.15,100;
150000,0.120456,0.000164,0.034486,0.15,0.00,0.15,100;
150000,0.119409,0.000166,0.034326,0.14,0.00,0.15,99;
150000,0.120375,0.000166,0.034487,0.14,0.00,0.15,100;
150000,0.121100,0.000173,0.034705,0.15,0.00,0.15,100;
150000,0.119432,0.000168,0.034353,0.14,0.01,0.15,99;
150000,0.120257,0.000169,0.034259,0.15,0.00,0.15,100;
150000,0.121073,0.000163,0.034539,0.14,0.00,0.15,99;
150000,0.120652,0.000165,0.034993,0.13,0.02,0.15,99;
150000,0.120540,0.000153,0.034245,0.14,0.01,0.15,100;
150000,0.121005,0.000156,0.036611,0.15,0.00,0.15,99;
150000,0.119545,0.000165,0.034256,0.15,0.00,0.15,100;
150000,0.119725,0.000169,0.034299,0.15,0.00,0.15,99;
150000,0.119643,0.000180,0.034763,0.14,0.00,0.15,98;
150000,0.119695,0.000168,0.034372,0.14,0.01,0.15,99;
150000,0.122707,0.000172,0.035894,0.15,0.00,0.16,98;
150000,0.122874,0.000166,0.034856,0.13,0.01,0.15,99;
150000,0.122637,0.000164,0.035103,0.15,0.00,0.15,99;
150000,0.119954,0.000161,0.034333,0.15,0.00,0.15,99;
150000,0.121284,0.000160,0.034888,0.15,0.00,0.15,100;
150000,0.119258,0.000167,0.034466,0.14,0.00,0.15,99;
150000,0.120409,0.000169,0.034491,0.14,0.01,0.15,100;
150000,0.119842,0.000169,0.034268,0.13,0.01,0.15,100;
150000,0.121979,0.000177,0.034636,0.14,0.01,0.15,99;
150000,0.121431,0.000170,0.035026,0.15,0.00,0.15,99;
150000,0.120981,0.000163,0.034890,0.14,0.01,0.15,100;
150000,0.120900,0.000185,0.034519,0.15,0.00,0.15,100;
150000,0.119061,0.000165,0.034353,0.14,0.01,0.15,99;
150000,0.120528,0.000167,0.034387,0.15,0.00,0.15,100;
150000,0.120663,0.000170,0.034615,0.15,0.00,0.15,100;
150000,0.119602,0.000172,0.034967,0.13,0.01,0.15,98;
150000,0.119499,0.000167,0.034461,0.14,0.00,0.15,99;
150000,0.122664,0.000171,0.034995,0.14,0.01,0.15,99;
150000,0.121409,0.000166,0.034384,0.14,0.01,0.15,100;
150000,0.121129,0.000221,0.034792,0.14,0.01,0.15,99;
150000,0.123498,0.000156,0.035305,0.14,0.01,0.16,100;
150000,0.122289,0.000170,0.034214,0.15,0.00,0.15,99;
150000,0.120885,0.000175,0.035199,0.14,0.01,0.15,100;
150000,0.120936,0.000167,0.034819,0.15,0.00,0.15,100;
150000,0.122477,0.000192,0.035009,0.14,0.01,0.15,98;
150000,0.122900,0.000189,0.034931,0.15,0.00,0.15,99;
150000,0.120331,0.000167,0.034716,0.14,0.00,0.15,100;
150000,0.119793,0.000165,0.034444,0.13,0.01,0.15,99;
150000,0.118898,0.000169,0.034323,0.13,0.01,0.15,99;
150000,0.119358,0.000167,0.034349,0.15,0.00,0.15,99;
150000,0.120558,0.000164,0.034784,0.14,0.01,0.15,100;
150000,0.119392,0.000164,0.034441,0.14,0.00,0.15,100;
150000,0.119958,0.000167,0.034617,0.14,0.01,0.15,100;
150000,0.119484,0.000167,0.034383,0.13,0.01,0.15,99;
150000,0.119006,0.000163,0.034386,0.14,0.01,0.15,99;
150000,0.118727,0.000166,0.034192,0.14,0.00,0.15,100;
150000,0.121849,0.000171,0.034866,0.14,0.01,0.15,99;
150000,0.120074,0.000164,0.034559,0.14,0.00,0.15,100;
150000,0.122194,0.000173,0.034762,0.14,0.01,0.15,99;
150000,0.120040,0.000161,0.034732,0.15,0.00,0.15,100;
150000,0.119451,0.000166,0.034086,0.15,0.00,0.15,99;
150000,0.120178,0.000168,0.034545,0.15,0.00,0.15,100;
150000,0.121045,0.000170,0.035673,0.14,0.01,0.15,99;
150000,0.122340,0.000168,0.034870,0.14,0.01,0.15,100;
150000,0.118439,0.000176,0.034251,0.14,0.00,0.15,99;
150000,0.120301,0.000161,0.034731,0.14,0.00,0.15,100;
150000,0.121215,0.000167,0.034871,0.15,0.00,0.15,100;
150000,0.120228,0.000164,0.034386,0.14,0.01,0.15,100;
150000,0.118739,0.000166,0.034251,0.14,0.00,0.15,99;
150000,0.119884,0.000166,0.034011,0.13,0.01,0.15,99;
150000,0.119159,0.000165,0.034361,0.14,0.00,0.15,98;
150000,0.119900,0.000170,0.034760,0.14,0.00,0.15,100;
150000,0.119655,0.000158,0.034298,0.15,0.00,0.15,99;
150000,0.120529,0.000257,0.034997,0.14,0.01,0.15,99;
150000,0.120570,0.000160,0.034612,0.14,0.01,0.15,100;
150000,0.119236,0.000162,0.034372,0.14,0.01,0.15,99;
150000,0.120704,0.000158,0.034583,0.15,0.00,0.15,100;
150000,0.119387,0.000168,0.034258,0.13,0.01,0.15,99;
150000,0.121612,0.000166,0.034331,0.15,0.00,0.15,100;
150000,0.120709,0.000163,0.034895,0.15,0.00,0.15,99;
150000,0.118897,0.000162,0.034806,0.13,0.01,0.15,99;
150000,0.120079,0.000160,0.034245,0.14,0.00,0.15,99;
150000,0.119855,0.000166,0.034309,0.14,0.00,0.15,100;
150000,0.118958,0.000166,0.034275,0.14,0.00,0.15,99;
150000,0.120442,0.000188,0.034672,0.14,0.01,0.15,100;
150000,0.119233,0.000179,0.034361,0.14,0.01,0.15,99;
150000,0.119158,0.000170,0.034569,0.14,0.00,0.15,99;
150000,0.121955,0.000172,0.034925,0.15,0.00,0.15,99;
150000,0.119717,0.000162,0.034276,0.15,0.00,0.15,100;
150000,0.120806,0.000161,0.034494,0.15,0.00,0.15,100;
