Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
51200,0.017650,0.146449,0.009105,0.007545,0.44,0.23,0.73,92;
51200,0.012138,0.159584,0.007778,0.005132,0.44,0.23,0.81,83;
51200,0.012630,0.149985,0.007855,0.005293,0.45,0.19,0.80,80;
51200,0.012442,0.161882,0.007716,0.005183,0.50,0.19,0.83,83;
51200,0.011910,0.195033,0.007805,0.005207,0.56,0.22,0.86,91;
51200,0.013125,0.154051,0.007921,0.005618,0.49,0.18,3.00,22;
51200,0.017221,0.152091,0.008636,0.007637,0.47,0.20,1.22,55;
51200,0.012424,0.148949,0.007316,0.005332,0.50,0.24,0.90,83;
51200,0.012485,0.151881,0.007584,0.005233,0.42,0.24,0.84,79;
51200,0.012418,0.152542,0.007358,0.005140,0.45,0.21,0.81,81;
51200,0.012548,0.150213,0.007295,0.005146,0.42,0.23,0.81,80;
51200,0.017343,0.148378,0.009127,0.007639,0.45,0.20,0.73,90;
51200,0.018267,0.166135,0.016124,0.007853,0.49,0.23,0.81,89;
51200,0.012204,0.225706,0.007869,0.005102,0.58,0.29,1.04,84;
51200,0.017646,0.151414,0.008698,0.007600,0.46,0.21,0.78,86;
51200,0.017493,0.150179,0.008900,0.007567,0.46,0.21,0.80,83;
51200,0.017620,0.152475,0.008933,0.007561,0.38,0.28,0.81,82;
51200,0.011548,0.160537,0.007889,0.005139,0.44,0.24,0.81,84;
51200,0.017275,0.170933,0.009540,0.007403,0.51,0.21,0.83,88;
51200,0.017687,0.160281,0.008760,0.007243,0.58,0.27,0.87,98;
51200,0.012263,0.163170,0.009114,0.005059,0.48,0.21,0.84,83;
51200,0.017106,0.154253,0.009075,0.007606,0.47,0.21,0.81,84;
51200,0.017211,0.168045,0.009484,0.007508,0.48,0.25,0.83,88;
51200,0.013037,0.148862,0.007496,0.005421,0.52,0.21,3.16,23;
51200,0.011773,0.146539,0.007178,0.005178,0.42,0.22,0.99,65;
