verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
12500,12500,2.237470,0.017617,2.797413,9.292275,13.34,1.06,14.41,99;
12500,12500,2.239350,0.018399,3.072204,9.745595,14.19,0.94,15.14,99;
12500,12500,2.198123,0.018447,2.913046,9.463044,13.64,1.01,14.65,99;
12500,12500,2.243361,0.018412,3.054036,9.691003,14.05,1.01,15.07,99;
12500,12500,2.204679,0.017465,2.873653,9.436143,13.61,0.98,14.59,99;
12500,12500,2.242165,0.018283,2.947210,9.611118,13.91,0.96,14.88,99;
12500,12500,2.201659,0.017941,2.854270,9.339470,13.50,0.97,14.47,99;
12500,12500,2.203987,0.018344,3.026312,9.483855,13.77,1.02,14.80,99;
12500,12500,2.242202,0.018303,2.733404,9.264057,13.43,0.88,14.32,99;
12500,12500,2.239960,0.018258,2.740668,9.395800,13.48,0.97,14.46,99;
12500,12500,2.242586,0.017425,2.820681,9.235188,13.40,0.97,14.38,99;
12500,12500,2.240709,0.018246,3.044116,9.737722,14.12,0.98,15.10,99;
12500,12500,2.239992,0.018397,3.093496,9.691408,14.06,1.04,15.11,99;
12500,12500,2.207353,0.018205,3.119223,9.536879,13.93,1.01,14.94,99;
12500,12500,2.241869,0.018410,2.777801,9.248845,13.27,1.07,14.35,99;
12500,12500,2.201227,0.018176,3.103028,9.559466,13.91,1.03,14.95,99;
12500,12500,2.242272,0.018648,2.792543,9.266949,13.43,0.94,14.38,99;
12500,12500,2.242511,0.018133,2.802923,9.296145,13.40,1.01,14.42,99;
12500,12500,2.226962,0.018516,3.102151,9.583922,13.89,1.10,15.00,99;
12500,12500,2.241511,0.017529,2.852248,9.285462,13.46,0.99,14.46,99;
12500,12500,2.241463,0.018361,2.798059,9.292317,13.46,0.95,14.41,99;
12500,12500,2.299796,0.017642,3.103483,9.535287,13.97,1.04,15.02,99;
12500,12500,2.215078,0.016996,3.094965,9.692731,14.03,1.05,15.09,99;
12500,12500,2.211168,0.017883,3.080957,9.575534,13.97,0.97,14.96,99;
12500,12500,2.236428,0.018252,2.764347,9.247239,13.43,0.89,14.33,99;
